"PHEC_result_ID","PHEC_topics_ID","topics"
"735","1","Illnesses and conditions"
"736","1","Illnesses and conditions"
"737","1","Illnesses and conditions"
"738","1","Illnesses and conditions"
"739","1",""
"740","1","Illnesses and conditions"
"741","1","Illnesses and conditions"
"742","1","Illnesses and conditions"
"743","1","Illnesses and conditions"
"744","1","Illnesses and conditions"
"745","1","Illnesses and conditions"
"746","1","Illnesses and conditions"
"747","1","Illnesses and conditions"
"748","1","Illnesses and conditions"
"749","1","Illnesses and conditions"
"750","1","Illnesses and conditions"
"751","1","Illnesses and conditions"
"752","1","Illnesses and conditions"
"753","1","Illnesses and conditions"
"754","1","Public health"
"755","1","Illnesses and conditions"
"756","1","Illnesses and conditions"
"757","1","Illnesses and conditions"
"758","1","Illnesses and conditions"
"759","1","Illnesses and conditions"
"760","1","Illnesses and conditions"
"761","1","Mental health"
"762","1","Illnesses and conditions"
"763","1","Illnesses and conditions"
"764","1","Illnesses and conditions"
"765","1","Illnesses and conditions"
"766","1","Illnesses and conditions"
"767","1","Illnesses and conditions"
"768","1","Illnesses and conditions"
"769","1","Mental health"
"770","1","Mental health"
"771","1","Mental health"
"772","1","Illnesses and conditions"
"773","1","Illnesses and conditions"
"774","1","Illnesses and conditions"
"775","1","Illnesses and conditions"
"776","1","Illnesses and conditions"
"777","1","Illnesses and conditions"
"778","1","Illnesses and conditions"
"779","1","Illnesses and conditions"
"780","1","Illnesses and conditions"
"781","1","Illnesses and conditions"
"782","1","Illnesses and conditions"
"783","1","Illnesses and conditions"
"784","1","Illnesses and conditions"
"785","1","Illnesses and conditions"
"786","1","Illnesses and conditions"
"787","1","Illnesses and conditions"
"788","1","Illnesses and conditions"
"789","1","Illnesses and conditions"
"790","1","Illnesses and conditions"
"791","1","Illnesses and conditions"
"792","1","Illnesses and conditions"
"793","1","Mental health"
"794","1","Mental health"
"795","1","Mental health"
"796","1","Illnesses and conditions"
"797","1","Workforce"
"798","1","Illnesses and conditions"
"799","1","Illnesses and conditions"
"800","1","Illnesses and conditions"
"801","1","Mental health"
"802","1","Primary care services"
"803","1","Prescribing"
"804","1","Mental health"
"805","1","Hospital care"
"806","1","Mental health"
"807","1","Patient experience"
"808","1","Workforce"
"809","1","Workforce"
"810","1","Hospital care"
"811","1","Primary care services"
"812","1","Patient experience"
"813","1","Mental health"
"814","1","Patient experience"
"815","1","Workforce"
"816","1","Public health"
"817","1","Hospital care"
"818","1","Primary care services"
"819","1","Hospital care"
"820","1","Hospital care"
"821","1","Illnesses and conditions"
"822","1","Illnesses and conditions"
"823","1","Illnesses and conditions"
"824","1","Illnesses and conditions"
"825","1","Illnesses and conditions"
"826","1","Illnesses and conditions"
"827","1","Illnesses and conditions"
"828","1","Illnesses and conditions"
"829","1","Illnesses and conditions"
"830","1","Illnesses and conditions"
"831","1",""
"832","1","Public health"
"833","1","Public health"
"834","1","Workforce"
"835","1","Patient experience"
"836","1","Primary care services"
"837","1","Primary care services"
"838","1","Primary care services"
"839","1","Patient experience"
"840","1","Illnesses and conditions"
"841","1","Mental health"
"842","1","Hospital care"
"843","1","Public health"
"844","1","Prescribing"
"845","1","Hospital care"
"846","1","Mental health"
"847","1","Social care"
"848","1","Social care"
"849","1","Social care"
"850","1","Hospital care"
"851","1","Hospital care"
"852","1","Mental health"
"853","1","Hospital care"
"854","1","Hospital care"
"855","1","Hospital care"
"856","1","Hospital care"
"857","1","Workforce"
"858","1","Primary care services"
"859","1","Primary care services"
"860","1","Primary care services"
"861","1","Primary care services"
"862","1","Primary care services"
"863","1","Primary care services"
"864","1","Primary care services"
"865","1","Primary care services"
"866","1","Primary care services"
"867","1","Primary care services"
"868","1","Primary care services"
"869","1","Primary care services"
"870","1","Primary care services"
"871","1","Primary care services"
"872","1","Primary care services"
"873","1","Workforce"
"874","1","Hospital care"
"875","1","Primary care services"
"876","1","Workforce"
"877","1","Hospital care"
"878","1","Workforce"
"879","1","Primary care services"
"880","1","Primary care services"
"881","1","Illnesses and conditions"
"882","1","Hospital care"
"883","1","Primary care services"
"884","1","Primary care services"
"885","1","Hospital care"
"886","1","Prescribing"
"887","1","Public health"
"888","1","Mental health"
"889","1","Mental health"
"890","1","Mental health"
"891","1","Mental health"
"892","1","Workforce"
"893","1","Hospital care"
"894","1","Public health"
"895","1","Social care"
"896","1","Illnesses and conditions"
"897","1","Primary care services"
"898","1","Illnesses and conditions"
"899","1","Public health"
"900","1","Patient experience"
"901","1","Hospital care"
"902","1","Patient experience"
"903","1","Patient experience"
"904","1","Hospital care"
"905","1","Hospital care"
"906","1","Hospital care"
"907","1","Hospital care"
"908","1","Patient experience"
"909","1","Patient experience"
"910","1","Patient experience"
"911","1","Patient experience"
"912","1","Prescribing"
"913","1","Patient experience"
"914","1","Patient experience"
"915","1","Patient experience"
"916","1","Patient experience"
"917","1","Hospital care"
"918","1","Workforce"
"919","1","Mental health"
"920","1","Mental health"
"921","1","Mental health"
"922","1","Mental health"
"923","1","Hospital care"
"924","1","Hospital care"
"925","1","Primary care services"
"926","1","Primary care services"
"927","1","Data quality"
"928","1","Public health"
"929","1","Primary care services"
"930","1","Primary care services"
"931","1","Primary care services"
"932","1","Workforce"
"933","1","Primary care services"
"934","1","Hospital care"
"935","1","Primary care services"
"936","1","Primary care services"
"937","1","Primary care services"
"938","1","Primary care services"
"939","1","Primary care services"
"940","1","Primary care services"
"941","1","Primary care services"
"942","1","Primary care services"
"943","1","Primary care services"
"944","1","Primary care services"
"945","1","Primary care services"
"946","1","Primary care services"
"947","1","Primary care services"
"948","1","Public health"
"949","1","Public health"
"950","1","Hospital care"
"951","1","Social care"
"952","1","Public health"
"953","1","Mental health"
"954","1","Social care"
"955","1","Illnesses and conditions"
"956","1","Patient experience"
"957","1","Illnesses and conditions"
"958","1","Hospital care"
"959","1","Hospital care"
"960","1","Patient experience"
"961","1","Workforce"
"962","1","Hospital care"
"963","1","Primary care services"
"964","1","Primary care services"
"965","1","Primary care services"
"966","1","Primary care services"
"967","1","Primary care services"
"968","1","Primary care services"
"969","1","Primary care services"
"970","1","Primary care services"
"971","1","Prescribing"
"972","1","Primary care services"
"973","1","Primary care services"
"974","1","Primary care services"
"975","1","Primary care services"
"976","1","Primary care services"
"977","1","Primary care services"
"978","1","Primary care services"
"979","1","Primary care services"
"980","1","Primary care services"
"981","1","Primary care services"
"982","1","Mental health"
"983","1","Primary care services"
"984","1","Primary care services"
"985","1","Primary care services"
"986","1","Primary care services"
"987","1","Social care"
"988","1","Primary care services"
"989","1","Primary care services"
"990","1","Public health"
"991","1","Mental health"
"992","1","Illnesses and conditions"
"993","1","Illnesses and conditions"
"994","1","Illnesses and conditions"
"995","1","Illnesses and conditions"
"996","1","Workforce"
"997","1","Mental health"
"998","1","Hospital care"
"999","1","Mental health"
"1000","1","Primary care services"
"1001","1","Hospital care"
"1002","1","Primary care services"
"1003","1","Primary care services"
"1004","1","Workforce"
"1005","1","Patient experience"
"1006","1","Prescribing"
"1007","1","Patient experience"
"1008","1","Workforce"
"1009","1","Illnesses and conditions"
"1010","1","Illnesses and conditions"
"1011","1","Workforce"
"1012","1","Prescribing"
"1013","1","Hospital care"
"1014","1","Hospital care"
"1015","1","Public health"
"1016","1","Hospital care"
"1017","1","Mental health"
"1018","1","Workforce"
"1019","1","Hospital care"
"1020","1","Primary care services"
"1021","1","Illnesses and conditions"
"1022","1","Patient experience"
"1023","1","Patient experience"
"1024","1","Illnesses and conditions"
"1025","1","Illnesses and conditions"
"1026","1","Illnesses and conditions"
"1027","1","Illnesses and conditions"
"1028","1","Illnesses and conditions"
"1029","1","Illnesses and conditions"
"1030","1","Illnesses and conditions"
"1031","1","Illnesses and conditions"
"1032","1","Illnesses and conditions"
"1033","1","Illnesses and conditions"
"1034","1","Illnesses and conditions"
"1035","1","Illnesses and conditions"
"1036","1","Primary care services"
"1037","1","Primary care services"
"1038","1","Social care"
"1039","1","Mental health"
"1040","1","Primary care services"
"1041","1","Primary care services"
"1042","1","Illnesses and conditions"
"1043","1","Illnesses and conditions"
"1044","1","Illnesses and conditions"
"1045","1","Patient experience"
"1046","1","Primary care services"
"1047","1","Mental health"
"1048","1","Illnesses and conditions"
"1049","1","Illnesses and conditions"
"1050","1","Primary care services"
"1051","1","Hospital care"
"1052","1","Social care"
"1053","1","Social care"
"1054","1","Workforce"
"1055","1","Public health"
"1056","1","Mental health"
"1057","1","Hospital care"
"1058","1","Public health"
"1059","1","Primary care services"
"1060","1","Primary care services"
"1061","1","Workforce"
"1062","1","Hospital care"
"1063","1","Workforce"
"1064","1","Workforce"
"1065","1","Workforce"
"1066","1","Primary care services"
"1067","1","Patient experience"
"1068","1","Hospital care"
"1069","1","Public health"
"1070","1","Patient experience"
"1071","1","Workforce"
"1072","1","Social care"
"1073","1","Workforce"
"1074","1","Illnesses and conditions"
"1075","1","Mental health"
"1076","1","Illnesses and conditions"
"1077","1","Illnesses and conditions"
"1078","1","Mental health"
"1079","1","Hospital care"
"1080","1","Mental health"
"1081","1","Workforce"
"1082","1","Illnesses and conditions"
"1083","1","Illnesses and conditions"
"1084","1","Illnesses and conditions"
"1085","1","Hospital care"
"1086","1","Illnesses and conditions"
"1087","1","Hospital care"
"1088","1","Illnesses and conditions"
"1089","1","Prescribing"
"1090","1","Patient experience"
"1091","1","Patient experience"
"1092","1","Workforce"
"1093","1","Workforce"
"1094","1","Illnesses and conditions"
"1095","1","Mental health"
"1096","1","Mental health"
"1097","1","Public health"
"1098","1","Hospital care"
"1099","1","Hospital care"
"1100","1","Hospital care"
"1101","1","Primary care services"
"1102","1","Patient experience"
"1103","1","Patient experience"
"1104","1","Patient experience"
"1105","1","Illnesses and conditions"
"1106","1","Primary care services"
"1107","1","Prescribing"
"1108","1","Workforce"
"1109","1","Illnesses and conditions"
"1110","1","Illnesses and conditions"
"1111","1","Hospital care"
"1112","1","Mental health"
"1113","1","Primary care services"
"1114","1","Patient experience"
"1115","1","Patient experience"
"1116","1","Hospital care"
"1117","1","Workforce"
"1118","1","Patient experience"
"1119","1","Primary care services"
"1120","1","Public health"
"1121","1","Primary care services"
"1122","1","Prescribing"
"1123","1","Social care"
"1124","1","Prescribing"
"1125","1","Workforce"
"1126","1","Mental health"
"1127","1","Mental health"
"1128","1","Workforce"
"1129","1","Illnesses and conditions"
"1130","1","Illnesses and conditions"
"1131","1","Illnesses and conditions"
"1132","1","Hospital care"
"1133","1","Public health"
"1134","1","Hospital care"
"1135","1","Patient experience"
"1136","1","Patient experience"
"1137","1","Primary care services"
"1138","1","Illnesses and conditions"
"1139","1","Illnesses and conditions"
"1140","1","Hospital care"
