"PHEC_result_ID","PHEC_key_facts_ID","key_facts"
"529","1","<p>Please note that the following corrections were made 13.00pm on 27 January 2009 since original publication at 9:30am: in the 2nd bullet &quot;attempted suicide in the year prior to interview&quot; has been corrected to ?having ever attempted suicide?; in the 3rd bullet &quot;or attempted suicide&quot; has been deleted; in the fifth bullet &quot;the rate rose from 20.5 per cent to 25.2 per cent&quot; has been corrected to &quot;by about a fifth&quot; and the sixth bullet &quot;low income&quot; has been revised to 'low adjusted household income&quot;. On the 25 July 2016 we noticed that the fifth bullet should have instead read ?by about a quarter? (rather than a fifth) and have corrected this below. Due to the time elapsed since the report was published we are not planning to issue a new version of the report but please be aware of this when using these statistics.</p><ul><li>in 2007 nearly one person in four (23.0 per cent) in England had at least one psychiatric disorder and 7.2 per cent had two or more disorders </li><li>in 2007 5.6 per cent of people aged 16 and over reported having ever attempted suicide but were not successful </li><li>the proportion of women (aged 16-74) reporting suicidal thoughts in the previous year increased from 4.2 per cent in 2000 to 5.5 per cent in 2007 </li><li>people aged over 75 were included in the survey for the first time in 2007. In this age group, common mental disorders (CMD) were higher in women than men (12.2 per cent of women compared to 6.3 per cent of men) </li><li>the largest increase in rate of CMD between 1993 and 2007 was observed in women aged 45-64, among whom the rate rose by about a fifth </li><li>the survey demonstrated a strong association between the presence of a disorder and a low adjusted household income. </li></ul><hr><h3>Important note</h3><p>The initial Adult Psychiatric Morbidity Survey (APMS2007) report made reference to Asperger syndrome specifically, rather than Autistic Spectrum Disorder (ASD) generally. However, to be precise and as described in the Autism report <a href='http://inventory.ic.nhs.uk/Records/Details/PUB01131'>Autism Spectrum Disorders in adults living in households throughout England - report from the Adult Psychiatric Morbidity Survey 2007</a>, the screening tool used in phase one (the Autism Quotient) and the diagnostic assessment used in phase two (the Autism Diagnostic Observation Schedule) are both designed to pick up on the full range of ASD and were not able to differentiate between subtypes. We apologise if any confusion was caused.</p><hr><h3>Accessing Adult Psychiatric Morbidity Survey datasets</h3><p>The datasets from the Adult Psychiatric Morbidity Survey are available from the UK Data Archive <a title='www.esds.ac.uk/findingData/snDescription.asp?sn=6379&amp;key=APMS+2007' href='http://www.esds.ac.uk/findingData/snDescription.asp?sn=6379&amp;key=APMS+2007' target='_blank'>via their ESDS website</a>.</p><ul><li><strong>Note</strong>: it takes at least 4 months from publication for the latest datasets to be available. </li><li>Full details on how to access the resources are available on the <a title='www.data-archive.ac.uk/sign-up' href='http://www.data-archive.ac.uk/sign-up' target='_blank'>UK Data Archive sign up page</a>.</li></ul><p>If the data you require is unavailable on the UK Data Archive please contact us at <a href='mailto:enquiries@ic.nhs.uk'>enquiries@ic.nhs.uk</a></p>"
"530","1","<ul><li>There were 2.6 million attendances at NHS community contraceptive clinics made by 1.3 million individuals. This represented an increase of 0.2 per cent (6,000) on the number of attendances in 2009/10 but a decrease of 5 per cent (68,000) on the number of individuals in 2009-10 (1.3 million). </li><li>1.1 million women attended NHS community contraceptive clinics, a decrease of 6 per cent?(68,000) on the previous year (1.2 million). </li><li>162,000 men attended NHS community contraceptive clinics, a very similar figure to that in 2009-10. </li><li>Among women who attended NHS community contraceptive clinics, the 16-19 year old age group had the highest number of attendances per population. An estimated 21 per cent of women in this age group visited a clinic during the year while the equivalent proportion for those aged 15 and under was 8 per cent. Approximately 14 per cent (41,000) of females aged 15 and approximately 4 per cent (27,000) of females aged under 15 (based on the female population aged 13 and 14) attended nationwide in 2010-11. </li><li>Oral contraception was the primary contraceptive method of 42 per cent of women who attended NHS community contraceptive clinics, and it remains the most common primary method. </li></ul>"
"531","1","<ul><li>At 31 March 2011, the percentage of eligible women (aged 25 to 64) who were recorded as screened at least once in the previous 5 years (coverage) was 78.6 per cent. This compares to 78.9 per cent in 2010 and to 79.5 per cent five years ago (in 2006).</li><li>?Time from screening to availability of result' is measured as the number of days from the sample being taken to the result being sent by the Primary Care Organisation to the women. In 2009-10, 44.6 per cent of test results were available within 2 weeks. In 2010-11, this figure was considerably higher at 82.8 per cent. </li><li>Just under 3.7 million samples were examined by pathology laboratories in 2010-11; similar to the numbers examined in 2009-10. Of the 3.7 million samples examined in 2010-11, 3.4 million (93.2 per cent) were submitted by GPs and NHS community clinics. </li><li>The percentage of laboratory tests authorised (i.e., test results confirmed) within 2 weeks of receipt at the laboratory increased in 2010-11 to 92.9 per cent from 60.5 per cent in 2009-10. </li><li>In 2010-11, 27.9 per cent of women referred to colposcopy were offered an appointment within 2 weeks. This percentage rose to 65.5 per cent for those offered an appointment within 4 weeks of referral.</li></ul>"
"532","1","<p>The average income before tax for contractor GPs in the UK in 2009/10, by contract type was: </p><ul><li>?100,400 for those GPs working under a General Medical Services (GMS) contract </li><li>?115,300 for those GPs working under a Primary Medical Services (PMS) contract </li><li>?105,700 for those GPs working under either a GMS or PMS (GPMS) contract </li></ul>"
"533","1","<ul><li>A total of 29.3 million patients were seen in the 24 month period ending September 2011, an increase of 1.1 million on the March 2006 baseline. </li><li>The 7.8 million child patients seen in the same period is 10 thousand (0.1 per cent) below the March 2006 baseline, this figure has increased in each quarter since June 2008. </li><li>There were an estimated 9.8 million Courses of Treatment (CoTs) in Q1 2011/12, an increase of 40 thousand (0.4 per cent) on Q1 2010/11. CoTs rose for each treatment band except band 2 and other treatments in Q1 of 2011/12 compared to the corresponding quarter in 2010/11. </li><li>The activity for Units of Dental Activity (UDAs) mirrors that of CoTs. </li></ul>"
"534","1","<p>The figures show that between 1 April and 30 September 2011:</p><ul><li>5,472 authorisation requests were completed. 3,963 (72.4 per cent) were received by LAs and 1,509 (27.6 per cent) were received by PCTs. </li><li>3,079 (56.3 per cent) of the completed assessments resulted in an authorisation. </li><li>Of the total assessments completed, a slightly higher proportion was for females 2,857 (52.2 per cent) than males 2,615 (47.8 per cent). </li><li>At the end of the reporting period, 30 September 2011, 1,697 people were subject to a current standard authorisation. 1,484 (87.4 per cent) followed a granted LA authorisation and 213 (12.6 per cent) followed a granted PCT authorisation. </li></ul><p><strong>Update</strong></p><p>Please note that we were advised of some incorrectly submitted figures which affect this publication. For Hounslow PCT (5HY) the total number of DoLs authorisation requests not granted during quarter 2 2012/13 should have been 6 rather than 3. Whilst National totals are not significantly changed, this will have a small effect on most reference data tables and relevant cells in the machine readable dataset. These changes will be taken into account of when the next annual report on the Deprivation of Liberties is published and the historic figures will be revised in that publication.</p>"
"535","1","<ul><li>The number of people using services in 2010/11 rose to 1,287,730 which included a rise for NHS services only of 1.2 per cent since 2009/10. This represents a rate of access to NHS funded services in England of 2,789 per 100,000 population or approximately 1 in 36 people. </li><li>Although the number of people using services rose slightly, the proportion of people using NHS services who spent time in hospital during the year continued on a downward trend (8.1 per cent in 2010/11) </li><li>Rates of access to all NHS funded services are also presented by Primary Care Trust (PCT) and show considerable variation across the country. High rates may reflect high need, good access to services, GP referral patterns or a combination of these. The PCTs with the highest rates of access were Brighton and Hove City PCT, Walsall Teaching PCT, Barnsley PCT, Bury PCT and Northumberland Care Trust ? all with rates greater than 5,000 per 100,000 (1 in 20 people). The report also shows the proportion of service users who spent time in hospital by PCT. Nationally one in eleven service users spent time in NHS funded hospital services during the year. </li><li>The fall in the proportion of service users spending time in hospital is consistent with the 2.2 per cent fall in the number of average daily occupied NHS beds (from 21,553 in 2009/10 to 21,076 in 2010/11). During this time the number of NHS beds may have fallen and if so this will have been reflected in these figures. </li><li>For people who did spend time in hospital during the year the average number of bed days was high. Mean in year bed days in the NHS for men were 78 and for women were 68. For independent sector providers however, the corresponding figures were 246 and 209: <em>these differences may reflect the different types of service provided. Other data sources show that the providers who submitted data accounted for over 40 per cent of independent sector formal detentions in 2010/11, so whilst the number of providers is small they give moderate coverage of the independent sector. </em></li></ul>"
"536","1","<p><strong>Access to Care</strong> </p><ul><li>During the year there were 2.12 million contacts from new clients made to CASSRs in England, similar to 2009-10, this is a 4 per cent increase from 2005-06. </li></ul><p><strong>Packages of Care</strong> </p><ul><li>1.57 million service users received services (following a community care assessment) during the year, this is a decrease of 7 per cent from 2009-10 and a decrease of 10 per cent from 2005-06. Feedback from councils suggests that the fall this year is due to a number of reasons including data cleaning, dealing with more service users at the first point of contact, raising the level of need at which people become eligible for council funded services and stopping some types of services altogether. This will help to explain reductions in packages of care mentioned elsewhere in this and the following sections. These explanations may also help to explain the reduction in the number of reviews, and the switch from referrals resulting in further assessment and commissioning of a service to being dealt with solely at the point of contact mentioned in the previous section. </li></ul><p><strong>Community Based Services </strong></p><ul><li>The number of service users receiving community based services was 1,34 million in 2010-11, a fall of 8 per cent from 1.46 million service users in 2009-10 and a fall of 10 per cent from 2005-06. Of those service users receiving community based services in 2010-11, 65 per cent were aged 65 and over. </li><li>There were 374,000 service users in receipt of self directed support and/or direct payments provided or commissioned by the CASSR during 2010-11 which has more than doubled since 2009-10 from 169,000. </li></ul><p><strong>Residential Care </strong></p><ul><li>The number of adults in residential care in 2010-11 was 212,000 (down 2% from 2009-10), of which over three quarters (78%) were aged 65 and over compared to 91 per cent aged 65 and over in nursing care. </li></ul><p><strong>Carers</strong></p><ul><li>In 2010-11 380,000 carers received a service (including information and advice only) compared to 387,000 in 2009-10 which is a decrease of 2 per cent but an increase of 34 per cent from 2005-06. This represents 94 per cent of the carers assessed or reviewed which has increased from 93 per cent in 2009-10 and 84 per cent from 2005-06.</li></ul>"
"537","1","<p><strong>Main Overall Findings</strong></p><ul><li>Councils have reported an increase in Adult Social Service spend from ?16.8 billion in 2009-10 to ?17.0 billion in 2010-11, this is approximately a 1 per cent rise in cash terms but a decrease of 2 per cent in real terms. </li><li>Over a longer term, this represents a real term increase of 4 per cent since 2005-06 and 36 per cent over the 10 years from 2000-01.</li></ul><p><strong>Type of Service User</strong></p><ul><li>Expenditure on Older People (aged 65 and over) continues to make up the majority of the total adult expenditure although the percentage has decreased from 58 per cent in 2005-06 to 55 per cent in 2010-11. This has decreased by one percentage point from 2009-10. </li><li>The actual expenditure on older people has remained constant at ?9.4m since 2009-10 but this represents a fall of 3 per cent in real terms. </li><li>Expenditure on adults aged 18-64 with a Learning Disability has increased from ?4.0 billion in 2009-10 to ?4.2 billion in 2010-11 (up 5 per cent in cash terms and 2 per cent in real terms).</li></ul><p><strong>Type of Service</strong></p><ul><li>Expenditure on Residential Care has decreased from ?7.3 billion in 2009-10 to ?7.2 billion in 2010-11 (down 1 per cent in cash terms and down 4 per cent in real terms). </li><li>Expenditure on Day/Domiciliary (non-Residential) care spend has increased from ?7.5 billion in 2009-10 to ?7.8 billion in 2010-11 (up 4 per cent in cash terms and 1 per cent in real terms). </li><li>Expenditure on Direct Payments for adults was ?957 million in 2010-11. This is an increase of 18 per cent in cash terms and 14 per cent in real terms from 2009-10. The percentage of gross expenditure used for direct payments for adults is increasing and equates to 6 per cent of the overall gross current expenditure in 2010-11 compared to 5 per cent in 2009-10.</li></ul><p><strong>Grants</strong></p><ul><li>Grants for adults (excluding carers) amounted to ?310 million in 2010-11 which was an increase of 5 per cent in cash terms and 2 per cent in real terms since 2009-10. Grants as a proportion of ?provision by others? remained unchanged at 2 per cent.</li></ul><hr><h3>Access the data</h3><p>National level information is provided in this report; data at a regional and CASSR level is available via the National Adult Social Care Intelligence Service (NASCIS) online analytical processor, within the PSSEX tables.</p><p>To access the data, you will need to complete the self registration process, this should only take you a couple of minutes.</p><ul><li><a title=nascis.ic.nhs.uk href='https://nascis.ic.nhs.uk/' target='_blank'>Access the data using NASCIS</a></li></ul>"
"538","1","<p><strong>Obesity</strong></p><ul><li>More than a quarter of adults were obese (26 per cent of both sexes) in 2010. In total, 68 per cent of men and 58 per cent of women were overweight or obese in the year. </li><li>The prevalence of obesity increased from 13 per cent in 1993 to 26 per cent in 2010 among men, and from 16 per cent to 26 per cent among women. While the rate of increase in obesity was slower in the second half of the period, in 2010 obesity was at its highest level since the time series began in 1993, and in men the 2010 level was also significantly higher than in the period between 2000 and 2005.</li></ul><p><strong>Dental Health</strong></p><ul><li>94 per cent of men and 92 per cent of women still had some of their natural teeth. Younger adults were more likely to have retained some teeth, with between 97 per cent and 99 per cent of those aged below 55 having some, depending on the age group.</li></ul><p><strong>Kidney disease</strong></p><ul><li>1.0 per cent of men and 1.3 per cent of women reported having doctor-diagnosed chronic kidney disease (CKD) in 2010. The prevalence of self-reported kidney disease increased with age, rising from less than 1 per cent among those aged 16-44 to 2.7 per cent in men aged 75 and over and 3.4 per cent among women in that age group.</li></ul><p><strong>Well-being</strong></p><ul><li>For both men and women, well-being increased with household income with men and women on the highest income level scoring more than five points higher, on a scale running from 14 to 70, than those on the lowest income level according to the Warwick-Edinburgh Mental Well-being Scale.</li></ul><p><strong>Respiratory conditions</strong></p><ul><li>The prevalence of lifetime doctor-diagnosed asthma was 16 per cent among men and 17 per cent among women, and decreased in adults, as age increased for both sexes.</li></ul><p><strong>Sexual health</strong></p><ul><li>Men reported a mean (average) of 9.3 female sexual partners in their life so far, while women reported a lower number, a mean of 4.7 male sexual partners. </li></ul>"
"539","1","<ul><li><font size=2>In 2010/11, there were 6,640 admissions to hospital with a primary diagnosis of a drug-related mental health and behavioural disorder. This is 14.3 per cent more than in 2009/10 when there were 5,809 admissions but 17.3 per cent lower than in 2000/01 when there were 8,027 admissions. More than twice as many males were admitted than females in 2010/11 (4,813 and 1,827 respectively). * </font></li><li><font size=2>Where primary or secondary diagnosis was recorded there were 51,353 admissions in 2010/11 compared with 44,585 admissions in 2009/10, which shows an increase of 15.2 per cent. This is the biggest annual increase for this type of admission in the last ten years. Figures from this type of admission are now nearly twice as high as they were ten years ago at 25,683 admissions in 2000/2001. More than twice as many males were admitted than females in 2010/11 (34,508 and 16,839 respectively). * </font></li><li><font size=2>The total number of deaths related to drug misuse in England and Wales was 1,784 in 2010, of those 77 per cent were male. </font></li><li><font size=2>The most common underlying cause of death was from accidental poisoning for both males and females (694 out of 1,382 and 193 out of 402 respectively)</font></li></ul><p><font size=2>* The increase in 2011/12 may be a real change or in part may be due be to changes in recording practices (in this year or previous years). This may be particularly relevant for admissions with a primary or secondary diagnosis where some of the increases may be attributable to changes in recording practice. Analysis has shown some of this increase was accounted for in the ?other stimulants' category (F15) and ?multiple drug/psychoactive substance use' (F19). Further years' data may be required to aid interpretation of these statistics </font></p>"
"540","1","<ul><li>In 2010-11 there were 88.0 million outpatients appointments, of which 70.3 million (79.8 per cent) were attended. </li><li>Patient and hospital cancellations were similar, 6.1 per cent and 5.9 per cent respectively of all appointments. </li><li>6.9 million appointments (7.8 per cent) were not attended. </li><li>While the total number of appointments has increased year on year, the proportion of attendances has remained relatively constant since 2007-08.</li><li>The greatest number of outpatient appointments was for patients in their 60's, accounting for 11.0 million or 15.7 per cent of all attendances.</li></ul>"
"541","1","<ul><li><font size=2>In Reception, over a fifth (22.6%) of the children measured were either overweight or obese. In Year 6, this rate was one in three (33.4%). </font></li><li><font size=2>The percentage of obese children in Year 6 (19.0%) is over double that in Reception (9.4%) </font></li><li><font size=2>The prevalence of children with a healthy weight was higher in Reception year (76.4%) than Year 6 (65.3%). In both years a higher percentage of girls were at a healthy weight than boys. In Reception year 77.9% of girls and 75.0% of boys were a healthy weight and in Year 6 this was 66.6% and 64.0% respectively. </font></li><li><font size=2>The overall prevalence of underweight children is higher in Year 6 (1.3%) than in Reception (1.0%). In Reception, a higher percentage of boys were underweight than girls (1.2% and 0.8% respectively); whereas in Year 6, a higher percentage of girls were underweight than boys (1.5% and 1.1% respectively). </font></li><li><font size=2>Obesity prevalence varied by Strategic Health Authority (SHA). South Central SHA has the lowest obesity prevalence for both Reception and Year 6 (8.1% and 16.5% respectively) whilst London SHA showed the highest obesity prevalence (11.1% and 21.9% for each age group respectively). </font></li><li><font size=2>As in previous years, a strong positive relationship existed between deprivation and obesity prevalence for children in each age group. The obesity prevalence among Reception year children attending schools in areas in the least deprived decile was 6.9% compared with 12.1% among those living in areas in the most deprived decile. Similarly, obesity prevalence among Year 6 children living in areas in the least deprived decile was 13.8% compared with 23.7% among those living in areas in the most deprived decile. </font></li></ul>"
"542","1","<ul><li>NHS Business Services Authority reports show that there were 10,951 community pharmacies in England at 31 March 2011, compared to 10,691 at 31 March 2010, an increase of 260 (2.4 per cent). There has been an increase of 12.3 per cent (1,195) since 2001-02. </li><li>The number of prescription items dispensed by community pharmacies in England in 2010-11 was 850.7 million compared to the 80.7 million items dispensed by GPs and 5.8 million by appliance contractors. This was an increase of 37.3 million (4.6 per cent) from 2009-10 when the figure for community pharmacies was 813.3 million. There were 538.3 million prescription items dispensed in 2001-02. </li><li>The number of dispensing fees received by community pharmacies in England increased by 38.4 million (4.6 per cent) to 877.2 million in 2010-11 from 838.8 million in 2009-10. In 2001-02 549.7 millions dispensing fees were received. </li><li>A total of 2.1 million Medicines Use Reviews (MUR) were conducted by community pharmacy contractors in England in 2010-11, compared to 1.7 million in 2009-10, an increase of 401,465 (23.5 per cent). </li><li>30,962 local enhanced services were provided by community pharmacies in England in 2010-11 compared to 29,526 in 2009-10 an increase of 4.9 per cent. The most frequent services provided in 2010-11 have remained unchanged since 2006-07. These are Stop Smoking Support, Supervised Administration, Minor Ailment Schemes and supply via Patient Group Directions.</li></ul>"
"543","1","<p>In Quarter 2 July 2011 - September 2011:</p><ul><li>214,156 people were referred for psychological therapies </li><li>129,096 entered treatment1 </li><li>It is estimated that 6.1 million people suffer from anxiety and depression disorders in England indicating that the access rate for people with anxiety or depression disorders to IAPT services in the quarter was 2.1 per cent </li><li>The recovery rate for England for people who were at caseness at their first session but not at caseness at their last session was 42.2 per cent </li><li>During this reporting quarter 6,305 people moved off sick pay and benefits </li></ul>"
"544","1","<ul><li>Most staff groups have seen little change in basic pay in from the previous quarter. </li></ul>"
"546","1","<p>Exception reporting rates show the percentage of patients who are not included when determining Quality and Outcomes Framework (QOF) achievement. The overall effective exception rate across all clinical domain indicators for England was 5.4 per cent, though there is variation between indicators. </p>"
"547","1","<ul><li>The number of deliveries in NHS hospitals increased by 15,818 deliveries from 652,377 in 2009-10 to 668,195 in 2010-11. </li><li>67.5 per cent (323,918) of women had their first antenatal assessment within the first completed 12 weeks of pregnancy. This compares to 63.0 per cent in 2009-10 (292,637) </li><li>There was no significant change in the percentage of women having a spontaneous delivery with an episiotomy from 2009-10 to 2010-11, with the rate being 8.2 per cent (33,719) in 2010-11 and 8.3 per cent (33,073 in 2009-10) </li><li>The caesarean percentage has remained stable at 24.8 per cent (162,512) in 2010-11 and 24.8 per cent (157,356) in 2009-10. </li></ul>"
"548","1","<p><strong>Blood pressure</strong></p><ul><li>The prevalence of high blood pressure in 2010 was at 31.5 per cent among men and 29.0 per cent among women, remaining at a similar level over the last few years. Between 2003 and 2010, the proportion with controlled hypertension increased from 5.4 per cent to 10.3 per cent among men, and from 6.0 per cent to 10.9 per cent among women.</li></ul><p><strong>Obesity</strong></p><ul><li>The proportion of adults with a normal BMI decreased between 1993 and 2010, from 41 per cent to 31 per cent among men and from 49 per cent to 40 per cent among women. Among both men and women there has been little change in the proportion that was overweight over the period (42 per cent of men and 32 per cent of women in 2010).</li></ul><p><strong>Cigarette smoking</strong></p><ul><li>Among men there was an increase overall in the proportion who never regularly smoked cigarettes (from 39 per cent in 1993 to 50 per cent in 2010). Correspondingly, the proportion of men who were current smokers declined overall from 28 per cent in 1993 to 22 per cent in 2010, as did the proportion who used to smoke regularly (from 33 per cent to 28 per cent). </li><li>The percentage of women who had never regularly smoked increased from 52 per cent in 1993 to 59 per cent in 2010, while the proportion of current smokers decreased overall in the same period, falling from 26 per cent to 18 per cent.</li></ul><p><strong>Alcohol consumption</strong></p><ul><li>The proportion of men consuming more than 4 units on the heaviest day's drinking in the last week did not show substantial change between 2006 and 2010 (41 per cent in both years), and similarly the proportion of men that drank more than twice the recommended amount showed little change over the period (24 per cent to 23 per cent). </li><li>The picture was different among women: there was a decrease between 2006 and 2010 both in the proportion consuming more than 3 units on the heaviest day's drinking last week (from 33 per cent to 28 per cent), and in the proportion drinking more than twice the recommended amount (from 16 per cent to 14 per cent).</li></ul><p><strong>Fruit and vegetable consumption</strong></p><ul><li>Both men and women the proportion that consumed five or more portions per day increased significantly to a peak in 2006, from 22 per cent in 2001 to 28 per cent in 2006 among men, and from 25 per cent to 32 per cent among women. </li><li>However, the proportion of adults consuming five or more portions a day was significantly lower in 2008, when 25 per cent of men and 29 per cent of women reported consuming five or more portions. The 2010 results are at a level comparable with 2008 (25 per cent and 27 per cent respectively). </li></ul>"
"550","1","? There were 13.1 million first outpatient attendances.? Of these, 8.0 million resulted from GP referral and 1.0 million from referral from accident &amp; emergency.<br>? For 77 per cent of first attendances, the patient had been referred for advice/consultation, with only 5 per cent referred for a specific procedure.<br>? Overall, there was a ratio of 2.4 outpatient follow-up attendances seen to every first attendance."
"551","1","<p>? There were 14.9 million first outpatient attendances.? Of these 8.7 million resulted from GP referral and 1.0 million from referral from accident &amp; emergency<br>? For 77 per cent of first attendances, the patient was referred to this appointment for advice/consultation, with only 4 per cent referred for a specific procedure<br>? There were 35.0 million subsequent outpatient attendances, with 5.9 million of these occuring in the 65-74 age group<br>? Trauma and orthopaedics accounted for the highest proportion of activity with 14 per cent of first attendances</p>"
"552","1","<p>?</p>"
"553","1","<p>?</p>"
"554","1","<div>?</div>"
"555","1","<p>?</p>"
"560","1","<div><p>?</p></div>"
"561","1","<ul><li>A decrease in average length of stay from 7.1 days to 6.6 days between 2004-05 and 2005-06, which continues a long term trend. </li><li>Common procedures in 2005-06 include <br><ul><li>287,144 cataract operations 6.2 per cent fewer than 2004-05 </li><li>84,914 hip replacement operations-2.4 per cent more than 2004-05 </li><li>21,344 coronary artery bypass grafts (CABGs)- 8.1 per cent fewer than 2004-05 </li><li>55,195 percutaneous transluminal operations on the coronary artery (PTCAs) 10.6 per cent more than 2004-05 </li></ul></li><li>The average (mean) time waited decreased between 2004-05 and 2005-06 to 78 days from 84 days, and the median time waited decreased from 52 to 51 days. </li></ul>"
"563","1","<div>?</div>"
"564","1","<div><p>?</p></div>"
"566","1","<p>Between 2003-2004 and 2004-2005</p><ul><li>an increase in total finished consultant episodes (up by 4.0 per cent to 13.7 million) </li><li>an increase in day cases of 2.4 per cent and ordinary admission episodes of 4.7 per cent </li><li>an increase in elective admissions (including day cases) of 0.7 per cent and in emergency admissions of 6.5 per cent </li><li>the average time waited decreased to 84.0 days from 94.9 days </li><li>a decrease in average length of stay from 7.4 days to 7.1, continuing the long-term trend.</li></ul><p>General and acute admissions decreased by 1.3 per cent for elective and increased by 5.5 per cent for non-elective admissions. In comparison, the Monthly Monitoring returns estimates increased by 2.0 per cent and 5.2 per cent for elective and non-elective admissions respectively. </p>"
"585","1","<p><strong>By the end of March 2007: </strong></p><ul><li>58% of registered patients aged 16+ had had their body mass index (BMI) recorded in the past 5 years. Of these 26% were obese (BMI&gt;30) </li><li>80% of registered patients aged 16+ had smoking information recorded within their electronic health record in the past 5 years. Of these 22% were recorded as being current smokers </li><li>76% of registered patients aged 16+ had blood pressure recorded in the preceding 5 years </li><li>34% of registered patients aged 16+ had total cholesterol recorded within the past 5 years and 28% had HDL (high-density lipoprotein) recorded </li><li>12% of all registered patients in QRESEARCH practices had ethnicity recorded using the 1991 census codes, and 11% using the 2001 census codes, in the preceding 5 years. </li></ul>"
"587","1","<p>The number of initial contacts (new episodes of care) was 4.4 million, about 1 per cent?more than in 2003-04, continuing the upward trend seen since 1988-89.</p>"
"588","1","<ul><li>A&amp;E HES data contain almost 1.4 million A&amp;E attendances for April 2011 at all types of A&amp;E. However, A&amp;E HES data are incomplete; over 1.7 million A&amp;E attendances were reported in the Department of Health Situation Report data collection for April, and 116 organizations that report data to Situation Reports did not report data to A&amp;E HES; these organizations are mostly lower acuity services such as minor injury units and walk-in centres. </li><li>Several organizations reported data that did not meet the data quality checks required by the A&amp;E indicators. The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures. </li><li>Nationally, 3.4 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.5 per cent of attendances at A&amp;E in April 2011 were re-attendances within 7 days of a previous attendance. </li><li>The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 6 minutes, with 95 per cent of patients being assessed within 1 hour 56 minutes. For all patients receiving treatment, the median average time to treatment was 57 minutes, with 95 per cent of patients receiving treatment within 3 hours 18 minutes. </li><li>The median average total time in A&amp;E for all patients was 2 hours 11 minutes, with 95 per cent of patients departing A&amp;E within 4 hours 18 minutes of arrival. </li></ul>"
"589","1","<p>The number of initial contacts (new episodes of care) was 346 thousand, 1 per cent more than in 2003-04 and continuing the very gradual upward trend seen since 1996-97.</p>"
"590","1","<ul><li>A&amp;E HES data contain over 1.4 million A&amp;E attendances for May 2011 at all types of A&amp;E. However, A&amp;E HES data are incomplete; over 1.7 million A&amp;E attendances were reported in the Department of Health Situation Report data collection for May, and 137 organizations that report data to Situation Reports did not report data to A&amp;E HES; these organizations are mostly lower acuity services such as minor injury units and walk-in centres. </li><li>Several organizations reported data that did not meet the data quality checks required by the A&amp;E indicators. The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures. </li><li>Nationally, 3.0 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.3 per cent of attendances at A&amp;E in May 2011 were re-attendances within 7 days of a previous attendance. </li><li>The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 5 minutes, with 95 per cent of patients being assessed within 1 hour 11 minutes. For all patients receiving treatment, the median average time to treatment was 57 minutes, with 95 per cent of patients receiving treatment within 3 hours 15 minutes. </li><li>The median average total time in A&amp;E for all patients was 2 hours 9 minutes, with 95 per cent of patients departing A&amp;E within 4 hours 20 minutes of arrival. </li></ul>"
"591","1","<ul><li>A&amp;E HES data contain 1.4 million A&amp;E attendances for June 2011 at all types of A&amp;E. However, A&amp;E HES data are incomplete; over 1.4 million A&amp;E attendances were reported in the Department of Health Situation Report data collection for June, and 138 organizations that report data to Situation Reports did not report data to A&amp;E HES; these organizations are mostly lower acuity services such as minor injury units and walk-in centres. </li><li>Several organizations reported data that did not meet the data quality checks required by the A&amp;E indicators. The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures. </li><li>Nationally, 3.1 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.4 per cent of attendances at A&amp;E in June 2011 were re-attendances within 7 days of a previous attendance. </li><li>The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 5 minutes, with 95 per cent of patients being assessed within 1 hour 14 minutes. For all patients receiving treatment, the median average time to treatment was 56 minutes, with 95 per cent of patients receiving treatment within 3 hours 11 minutes. </li><li>The median average total time in A&amp;E for all patients was 2 hours 9 minutes, with 95 per cent of patients departing A&amp;E within 4 hours 17 minutes of arrival. </li></ul>"
