"PHEC_result_ID","PHEC_result_extras_ID","result_extras_id","result_extras_key","result_extras_package_id","result_extras_revision_id","result_extras_revision_timestamp","result_extras_state","result_extras_value"
"2","11","8dd04061-b9db-4ab7-9481-3ab59b99ad91","homepage","7327f192-be9f-42b8-81f8-9764f96f9116","72609f0c-6a07-4711-8fb6-36dce3391fac","2016-09-29T09:06:59.786013","active",""
"2","12","f998d0d2-af12-45d1-be3c-5f92a8f77435","origin","7327f192-be9f-42b8-81f8-9764f96f9116","72609f0c-6a07-4711-8fb6-36dce3391fac","2016-09-29T09:06:59.786013","active","GP Practices via NHS England"
"3","13","b690daf0-3b9d-4283-adef-117845ef952c","coverage_end_date","5cedc542-e2c6-42be-b40f-92c3a95d0f2d","46b9406a-fd96-49b3-9900-10f12e2cad48","2016-08-18T11:31:13.920020","active","2015-01-31"
"3","14","006317d9-3dcc-4489-9547-880f1edc9427","coverage_start_date","5cedc542-e2c6-42be-b40f-92c3a95d0f2d","46b9406a-fd96-49b3-9900-10f12e2cad48","2016-08-18T11:31:13.920020","active","2015-01-01"
"3","15","e57779ae-9475-4d36-aab3-03332c4a3f78","frequency","5cedc542-e2c6-42be-b40f-92c3a95d0f2d","46b9406a-fd96-49b3-9900-10f12e2cad48","2016-08-18T11:31:13.920020","active","Monthly"
"3","16","9b784a19-0893-42af-8f4d-ef29aa80ed16","origin","5cedc542-e2c6-42be-b40f-92c3a95d0f2d","46b9406a-fd96-49b3-9900-10f12e2cad48","2016-08-18T11:31:13.920020","active","http://digital.nhs.uk/searchcatalogue?productid=17874&q=GP+PRescribing+Data&sort=Relevance&size=10&page=8#top"
"4","17","73581c28-fd44-484a-b568-c4928da76eb3","coverage_end_date","e0f5aa0e-12e5-4d96-8651-26ee20cb8c00","75ee8ab0-0eb8-4e2c-8405-764597d0f44d","2016-08-18T11:30:28.629716","active","2016-05-31"
"4","18","7d6648b5-8269-4f14-816b-7e39256c9a5a","coverage_start_date","e0f5aa0e-12e5-4d96-8651-26ee20cb8c00","75ee8ab0-0eb8-4e2c-8405-764597d0f44d","2016-08-18T11:30:28.629716","active","2016-05-01"
"4","19","9ce6c3c6-e227-4bdd-8561-66859b23a24d","frequency","e0f5aa0e-12e5-4d96-8651-26ee20cb8c00","75ee8ab0-0eb8-4e2c-8405-764597d0f44d","2016-08-18T11:30:28.629716","active","Monthly"
"4","20","afc77816-c2f5-4a52-ae5b-dd67e586c389","origin","e0f5aa0e-12e5-4d96-8651-26ee20cb8c00","75ee8ab0-0eb8-4e2c-8405-764597d0f44d","2016-08-18T11:30:28.629716","active","http://digital.nhs.uk/searchcatalogue?productid=21367&q=GP+PRescribing+Data&sort=Relevance&size=10&page=1#top"
"5","21","54fdb708-4703-4048-b0f5-77a5644130e5","coverage_end_date","744151f3-7082-4a1e-9c15-f657f5d247c9","c9a5dc4d-7d62-4fb6-ac03-8dafe45c569d","2015-03-02T16:28:02.651672","active",""
"5","22","4c5e9fb2-4286-4f63-9949-ed1130d7fd30","coverage_start_date","744151f3-7082-4a1e-9c15-f657f5d247c9","c9a5dc4d-7d62-4fb6-ac03-8dafe45c569d","2015-03-02T16:28:02.651672","active",""
"5","23","7e84e4e4-5c24-48f0-9de7-43172d1bc526","origin","744151f3-7082-4a1e-9c15-f657f5d247c9","74286c28-2d36-4384-ac2a-6f55f22662ab","2015-03-24T14:32:23.275515","active","http://systems.hscic.gov.uk/data/ods/datadownloads/onsdata"
"6","24","e7179514-feb5-48a9-ba5a-4153eabc6a39","coverage_end_date","11c3a347-dce9-4038-bc9b-36bcc0d1959a","6aa04a51-2c47-4334-a6ce-91efb6697429","2015-03-02T16:27:57.662414","active",""
"6","25","65714d23-64ec-4b6a-a390-23e0e30de60d","coverage_start_date","11c3a347-dce9-4038-bc9b-36bcc0d1959a","6aa04a51-2c47-4334-a6ce-91efb6697429","2015-03-02T16:27:57.662414","active",""
"6","26","be57a6ab-ffbc-40d4-b07c-f0efaab6d7df","homepage","11c3a347-dce9-4038-bc9b-36bcc0d1959a","78f84562-995d-45c3-8bd4-624e5ed9b291","2015-03-24T14:33:52.233651","active",""
"6","27","804f71c0-0ac8-4d54-a1a0-a539a08cbe29","origin","11c3a347-dce9-4038-bc9b-36bcc0d1959a","bc00612b-49ca-4df8-94ea-183d13de760a","2015-03-24T14:32:21.886092","active","http://systems.hscic.gov.uk/data/ods/datadownloads/pcodedata"
"7","28","b9926c44-d142-499c-9ae9-f480735db2ca","coverage_end_date","86c5cbaa-37ba-44cc-b89e-856078684297","d5e76993-d4ea-42bf-8f07-661e695346e9","2015-03-02T16:27:48.018941","active",""
"7","29","7ddd5bbd-9074-4d69-8281-6254f90af54f","coverage_start_date","86c5cbaa-37ba-44cc-b89e-856078684297","d5e76993-d4ea-42bf-8f07-661e695346e9","2015-03-02T16:27:48.018941","active",""
"7","30","6eb144e4-1279-4bc1-89d0-ba07d79e67da","origin","86c5cbaa-37ba-44cc-b89e-856078684297","7fee8c96-ef81-4cbc-8298-9a21edc03bcf","2015-03-24T14:31:25.821274","active","http://systems.hscic.gov.uk/data/ods/datadownloads/gppractice"
"8","31","66c5615d-da6f-44c5-9ccc-2f6dc156712f","coverage_end_date","c216b144-f088-47f2-9912-93168542d568","784698a9-d01c-463a-946a-f1ebe542662e","2015-03-02T16:27:44.027041","active",""
"8","32","487fbec6-be55-4920-9a7a-9f0d9e5d6787","coverage_start_date","c216b144-f088-47f2-9912-93168542d568","784698a9-d01c-463a-946a-f1ebe542662e","2015-03-02T16:27:44.027041","active",""
"8","33","a37c2da4-1402-40bf-b1b8-37ec743b2f8a","origin","c216b144-f088-47f2-9912-93168542d568","fa4b3b1f-66f8-477e-9194-ea098b83cd6e","2015-03-24T14:30:52.110850","active","http://systems.hscic.gov.uk/data/ods/datadownloads/haandsa"
"9","34","85afa0e6-8fde-49d8-90f5-b85f11aaf6ef","coverage_end_date","4480c7cc-d7a4-4012-a0d4-be25b1cf08c3","629d1cb5-560a-4d94-8cba-c79bd1b70fd3","2015-03-02T16:27:38.907654","active",""
"9","35","1b9fa93a-3df3-48de-9c6b-0aa89f34e969","coverage_start_date","4480c7cc-d7a4-4012-a0d4-be25b1cf08c3","629d1cb5-560a-4d94-8cba-c79bd1b70fd3","2015-03-02T16:27:38.907654","active",""
"9","36","65516548-e776-476c-b850-1cd4ddfbbd75","origin","4480c7cc-d7a4-4012-a0d4-be25b1cf08c3","8c42a93f-62ee-4516-852e-778862c70b11","2015-03-24T14:30:05.243878","active","http://systems.hscic.gov.uk/data/ods/datadownloads/misc"
"10","37","21f8bb38-a109-4f8e-91ab-7c1dff5d8137","coverage_end_date","b955f903-eefa-4922-a77f-de58194e29e0","3415e8ae-92f1-45d4-8c61-3d1a8217c740","2016-08-02T12:18:14.740720","active","2013-12-31"
"10","38","f712cf0b-cd63-4b0d-877e-0d1134ef9088","coverage_start_date","b955f903-eefa-4922-a77f-de58194e29e0","3415e8ae-92f1-45d4-8c61-3d1a8217c740","2016-08-02T12:18:14.740720","active","2013-01-01"
"10","39","3e50ef03-79c1-422d-aa2b-c36ee4dae01b","homepage","b955f903-eefa-4922-a77f-de58194e29e0","3415e8ae-92f1-45d4-8c61-3d1a8217c740","2016-08-02T12:18:14.740720","active","http://www.phoutcomes.info"
"10","40","95deb094-3bd2-4415-a647-151d3abfa53d","origin","b955f903-eefa-4922-a77f-de58194e29e0","3415e8ae-92f1-45d4-8c61-3d1a8217c740","2016-08-02T12:18:14.740720","active","https://indicators.ic.nhs.uk/download/Outcomes%20Framework/Data/NHSOF_1.5.i_I00665_D.xls"
"11","41","1c4fd4cb-9506-4c12-b6f5-c6e032c3da01","coverage_end_date","d11a2d2d-53a5-4c0f-94ef-324a5ff44b11","50732de4-a741-4c3a-b80d-edaf03bcd781","2016-02-03T11:45:49.253289","active","2013-12-31"
"11","42","8dd1e640-d82f-441b-b6dd-eca08b7d24f8","coverage_start_date","d11a2d2d-53a5-4c0f-94ef-324a5ff44b11","265f2812-3861-47b7-8fe9-b567cc53e0bb","2016-01-12T18:43:16.338837","active","2009-01-01"
"11","43","a8769343-c972-4ef3-925e-5bb21bf31516","homepage","d11a2d2d-53a5-4c0f-94ef-324a5ff44b11","265f2812-3861-47b7-8fe9-b567cc53e0bb","2016-01-12T18:43:16.338837","active","http://www.phoutcomes.info"
"11","44","b76ebde6-88db-456c-a833-19886bd309e8","origin","d11a2d2d-53a5-4c0f-94ef-324a5ff44b11","265f2812-3861-47b7-8fe9-b567cc53e0bb","2016-01-12T18:43:16.338837","active","HSCIC"
"12","45","7ae49544-2d7f-4582-8729-c8045ff1207f","coverage_end_date","1e932c64-e18d-48bc-a245-76c0d32d0a4e","704a3ab2-331a-4870-be80-cc43a04ef393","2016-08-02T12:15:41.331489","active","2014-12-31"
"12","46","96f0f201-2600-4e86-8889-86a18de4dfb2","coverage_start_date","1e932c64-e18d-48bc-a245-76c0d32d0a4e","704a3ab2-331a-4870-be80-cc43a04ef393","2016-08-02T12:15:41.331489","active","2001-01-01"
"12","47","54c85ede-8ae3-4049-a77b-b5133fbe2234","homepage","1e932c64-e18d-48bc-a245-76c0d32d0a4e","704a3ab2-331a-4870-be80-cc43a04ef393","2016-08-02T12:15:41.331489","active","http://www.phoutcomes.info"
"12","48","8f9df877-5c98-455f-a640-8afb74e98047","origin","1e932c64-e18d-48bc-a245-76c0d32d0a4e","704a3ab2-331a-4870-be80-cc43a04ef393","2016-08-02T12:15:41.331489","active","ONS 20XX Census based mid-year population estimates"
"13","49","25dd5204-af8b-41bd-bebc-c55841b28693","coverage_end_date","65168f3c-43ef-43b1-92a6-ae47950fc4f6","2f416749-88a0-405f-a67a-348ba6878e29","2016-08-02T12:07:05.534428","active","2014-12-31"
"13","50","c1d796f9-63c2-459d-97bb-7fa3db721cec","coverage_start_date","65168f3c-43ef-43b1-92a6-ae47950fc4f6","2f416749-88a0-405f-a67a-348ba6878e29","2016-08-02T12:07:05.534428","active","2001-01-01"
"13","51","ed23cc2d-d4c1-4d7a-ac12-7977223a2a2e","homepage","65168f3c-43ef-43b1-92a6-ae47950fc4f6","2f416749-88a0-405f-a67a-348ba6878e29","2016-08-02T12:07:05.534428","active","http://www.phoutcomes.info"
"13","52","5696559a-9f04-4c48-9657-7687da8364cb","origin","65168f3c-43ef-43b1-92a6-ae47950fc4f6","2f416749-88a0-405f-a67a-348ba6878e29","2016-08-02T12:07:05.534428","active","Office for National Statistics (ONS)"
"14","53","c1dc9a5d-6884-4998-aa97-86156a24d244","coverage_end_date","51b10d54-511a-4bd6-b3d3-0c69706eba38","a4d8511f-7a6f-44e7-a3a7-5314d8f44e7b","2016-08-02T12:06:49.426225","active","2014-12-31"
"14","54","8ff936d0-1ef9-4e40-bf4f-752be494aacd","coverage_start_date","51b10d54-511a-4bd6-b3d3-0c69706eba38","a4d8511f-7a6f-44e7-a3a7-5314d8f44e7b","2016-08-02T12:06:49.426225","active","2014-01-01"
"14","55","05d1dbde-f42b-47d1-83af-9ebf6a9875a2","homepage","51b10d54-511a-4bd6-b3d3-0c69706eba38","a4d8511f-7a6f-44e7-a3a7-5314d8f44e7b","2016-08-02T12:06:49.426225","active","http://www.phoutcomes.info"
"14","56","dc7c41e2-feb4-432a-93d6-bec55cc90a5c","origin","51b10d54-511a-4bd6-b3d3-0c69706eba38","a4d8511f-7a6f-44e7-a3a7-5314d8f44e7b","2016-08-02T12:06:49.426225","active","Dental Public Health Epidemiology Programme for England: oral health survey of five-year-old children 2015"
"15","57","2b928b6c-9e2b-4b9e-a5fa-6221bb5e2ae3","coverage_end_date","af098389-667a-47b2-838a-b7b7712d2cac","6e2ce08c-2480-4d33-be73-f07438926fce","2016-08-02T12:05:47.866819","active","2015-12-31"
"15","58","db75599e-2030-4260-ae6b-46480c890c06","coverage_start_date","af098389-667a-47b2-838a-b7b7712d2cac","6e2ce08c-2480-4d33-be73-f07438926fce","2016-08-02T12:05:47.866819","active","2014-01-01"
"15","59","276bc505-c414-48dc-a1c8-97b6ae982135","homepage","af098389-667a-47b2-838a-b7b7712d2cac","6e2ce08c-2480-4d33-be73-f07438926fce","2016-08-02T12:05:47.866819","active","http://www.phoutcomes.info"
"15","60","02dffdd8-fd92-496a-8f1f-3c384ec31514","origin","af098389-667a-47b2-838a-b7b7712d2cac","6e2ce08c-2480-4d33-be73-f07438926fce","2016-08-02T12:05:47.866819","active","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/428972/Seasonal_Flu_GP_Patients_31Jan_LAs_acc.pdf"
"16","61","849e55e2-7031-42ce-9fe4-e591aceae920","coverage_end_date","3c40d23f-e923-4d70-9e35-dbcdca0f9b61","35fc48fa-f326-41d3-b70f-e9afaf8c3173","2016-08-02T12:05:31.241067","active","2014-12-31"
"16","62","715f486f-1533-4675-bd62-b93d6113301b","coverage_start_date","3c40d23f-e923-4d70-9e35-dbcdca0f9b61","35fc48fa-f326-41d3-b70f-e9afaf8c3173","2016-08-02T12:05:31.241067","active","2014-01-01"
"16","63","f4910fa6-14aa-40ee-a767-73f73852db13","homepage","3c40d23f-e923-4d70-9e35-dbcdca0f9b61","35fc48fa-f326-41d3-b70f-e9afaf8c3173","2016-08-02T12:05:31.241067","active","http://www.phoutcomes.info"
"16","64","3382fe88-8afe-4ba0-be3f-bc381b1579d1","origin","3c40d23f-e923-4d70-9e35-dbcdca0f9b61","35fc48fa-f326-41d3-b70f-e9afaf8c3173","2016-08-02T12:05:31.241067","active","Public Health England"
"17","65","18f2b492-549e-4990-adf9-1d9f3364b4d0","coverage_end_date","187e2136-2af1-4a22-9c29-b1dd7ccd469b","dbadfa58-10b4-4dfd-8313-f8a941d7d436","2016-08-02T12:04:10.921140","active","2014-12-31"
"17","66","2ba6f56b-c727-4640-aeff-3b3f809a1ca4","coverage_start_date","187e2136-2af1-4a22-9c29-b1dd7ccd469b","dbadfa58-10b4-4dfd-8313-f8a941d7d436","2016-08-02T12:04:10.921140","active","2014-01-01"
"17","67","991d6909-41b3-438a-bb72-3a53ad642aef","homepage","187e2136-2af1-4a22-9c29-b1dd7ccd469b","dbadfa58-10b4-4dfd-8313-f8a941d7d436","2016-08-02T12:04:10.921140","active","http://www.phoutcomes.info"
"17","68","ccf665ee-2900-4681-b3fc-7ecc54c626fb","origin","187e2136-2af1-4a22-9c29-b1dd7ccd469b","dbadfa58-10b4-4dfd-8313-f8a941d7d436","2016-08-02T12:04:10.921140","active","Public Health England"
"18","69","76691357-6798-46ee-9ad3-5d60fbf73ac6","coverage_end_date","65ca4456-f689-4ec1-90d1-84c7f2a320d8","49b14067-81a9-4171-8792-531aca077079","2016-01-12T18:32:34.692342","active","2014-12-31"
"18","70","98d6c381-ae4d-476e-aa46-288b80b21e4e","coverage_start_date","65ca4456-f689-4ec1-90d1-84c7f2a320d8","49b14067-81a9-4171-8792-531aca077079","2016-01-12T18:32:34.692342","active","2009-01-01"
"18","71","696c1277-4f76-465e-9e1a-8adb80227876","homepage","65ca4456-f689-4ec1-90d1-84c7f2a320d8","49b14067-81a9-4171-8792-531aca077079","2016-01-12T18:32:34.692342","active","http://www.phoutcomes.info"
"18","72","0493a2d5-8153-45d2-a660-c6f358afae24","origin","65ca4456-f689-4ec1-90d1-84c7f2a320d8","49b14067-81a9-4171-8792-531aca077079","2016-01-12T18:32:34.692342","active","Integrated HIV surveillance data: Survey Of Prevalent HIV Infections Diagnosed (SOPHID), HIV and AIDS New Diagnoses Database (HANDD), CD4 Surveillance Scheme (CD4) and the new HIV and AIDS reporting system (HARS) held by the HIV & STI Department, National Infection Service, PHE.\nhttps://www.gov.uk/government/collections/hiv-surveillance-data-and-management"
"19","73","9bad8399-f752-4fa6-b2b5-45289c549332","coverage_end_date","e961b5c1-f989-46f8-92b2-fbe14aeec52f","a20c83fb-1fc1-4be9-9fb6-dfd614692c82","2016-08-02T11:59:10.982311","active","2015-12-31"
"19","74","b5197214-506c-4b36-9d01-3403cfd40e1c","coverage_start_date","e961b5c1-f989-46f8-92b2-fbe14aeec52f","84ba00f3-cffc-49a0-8a45-d640e339e7ce","2016-01-12T18:32:09.089279","active","2012-01-01"
"19","75","30652227-0644-4b1e-9480-f669e73444dd","homepage","e961b5c1-f989-46f8-92b2-fbe14aeec52f","84ba00f3-cffc-49a0-8a45-d640e339e7ce","2016-01-12T18:32:09.089279","active","http://www.phoutcomes.info"
"19","76","424d17ad-7e70-4b4e-9adc-f81a8ad0d3cf","origin","e961b5c1-f989-46f8-92b2-fbe14aeec52f","a20c83fb-1fc1-4be9-9fb6-dfd614692c82","2016-08-02T11:59:10.982311","active","Public Health England"
"20","77","7bc05d1e-3854-44ef-9e54-ec7e7637e5d3","coverage_end_date","cacbfb8e-73ff-49b1-a3e9-191d9400ec3a","33a3c85d-a0b6-4b07-a232-452bb6b82f20","2016-08-02T11:54:17.724636","active","2014-12-31"
"20","78","e3d12bf9-a5ca-4f9e-aab8-1aece4c859e9","coverage_start_date","cacbfb8e-73ff-49b1-a3e9-191d9400ec3a","33a3c85d-a0b6-4b07-a232-452bb6b82f20","2016-08-02T11:54:17.724636","active","2014-01-01"
"20","79","b1e4a572-94c3-4ab0-9d4c-a7042179d03c","homepage","cacbfb8e-73ff-49b1-a3e9-191d9400ec3a","33a3c85d-a0b6-4b07-a232-452bb6b82f20","2016-08-02T11:54:17.724636","active","http://www.phoutcomes.info"
"20","80","97b90dd7-5af1-491f-9fe5-2a04baa9e520","origin","cacbfb8e-73ff-49b1-a3e9-191d9400ec3a","33a3c85d-a0b6-4b07-a232-452bb6b82f20","2016-08-02T11:54:17.724636","active","Newborn and infant physical examination Screening Management and Reporting Tool (NIPE SMaRT)"
"21","81","b57bdfd7-6966-4b36-ab5e-64530ccad32d","coverage_end_date","4bf400e8-f863-440a-86dc-07088bb51ad7","e1df05a5-06ca-4a84-bae0-88c01c134de6","2016-08-02T11:54:01.680846","active","2014-12-31"
"21","82","49ff34fd-3a27-4aed-826a-613c1537c52f","coverage_start_date","4bf400e8-f863-440a-86dc-07088bb51ad7","5593c54a-1bec-4889-8bf6-fb9d969606d6","2016-01-12T18:28:50.793976","active","2013-01-01"
"21","83","bce1df80-6ed9-4479-bc0c-6d68b07825f9","homepage","4bf400e8-f863-440a-86dc-07088bb51ad7","5593c54a-1bec-4889-8bf6-fb9d969606d6","2016-01-12T18:28:50.793976","active","http://www.phoutcomes.info"
"21","84","3b319416-8338-4469-aa64-883f12a151ed","origin","4bf400e8-f863-440a-86dc-07088bb51ad7","5593c54a-1bec-4889-8bf6-fb9d969606d6","2016-01-12T18:28:50.793976","active","National hearing screening IT system"
"22","85","636e609e-e2a6-483f-9a98-56e95f183e79","coverage_end_date","f009d5b8-2aa4-47fa-8193-5da4820aeaa4","6d617593-148f-4306-ba38-562974af36a6","2016-02-03T11:27:38.876174","active","2014-12-31"
"22","86","49f82895-7eb6-4905-9936-ad5eff4440c4","coverage_start_date","f009d5b8-2aa4-47fa-8193-5da4820aeaa4","7de83567-cc28-4375-bc35-58135bb68098","2016-01-12T18:28:39.734107","active","2013-01-01"
"22","87","5fe596b3-f9bf-4c5f-adf6-e88a7d99c635","homepage","f009d5b8-2aa4-47fa-8193-5da4820aeaa4","7de83567-cc28-4375-bc35-58135bb68098","2016-01-12T18:28:39.734107","active","http://www.phoutcomes.info"
"22","88","b5c2c9ba-f754-4d1c-ba15-11fa9973b374","origin","f009d5b8-2aa4-47fa-8193-5da4820aeaa4","7de83567-cc28-4375-bc35-58135bb68098","2016-01-12T18:28:39.734107","active","Child Health Information System"
"23","89","46478d18-8565-4664-8cbf-9ccdbd65e78e","coverage_end_date","099d5a17-0ad9-4fdb-80d5-e777f9a233b5","4bdbbe69-0be7-4ea5-bdc7-06e011e24c50","2016-02-03T11:27:26.271493","active","2014-12-31"
"23","90","91504f05-d579-4a59-b534-0ad491690c36","coverage_start_date","099d5a17-0ad9-4fdb-80d5-e777f9a233b5","5b927842-6aba-4bc9-8486-6448f78bb505","2016-01-12T18:28:28.297097","active","2013-01-01"
"23","91","ab1c8261-2ee4-4c43-a626-6c947bee78cf","homepage","099d5a17-0ad9-4fdb-80d5-e777f9a233b5","5b927842-6aba-4bc9-8486-6448f78bb505","2016-01-12T18:28:28.297097","active","http://www.phoutcomes.info"
"23","92","4d18ac8d-2474-4f8a-bf99-e2fc241c3eea","origin","099d5a17-0ad9-4fdb-80d5-e777f9a233b5","5b927842-6aba-4bc9-8486-6448f78bb505","2016-01-12T18:28:28.297097","active","Maternity Service"
"24","93","efcf64ee-a631-42e7-b684-541ffac70818","coverage_end_date","eb44058a-98f8-4b2b-91eb-8814adc2f3da","3ac288fc-7956-4a15-bad0-e780c25124da","2016-01-12T18:28:06.386966","active","2013-12-31"
"24","94","2d5c1b74-d44e-4fa8-a888-f04f5b84a335","coverage_start_date","eb44058a-98f8-4b2b-91eb-8814adc2f3da","3ac288fc-7956-4a15-bad0-e780c25124da","2016-01-12T18:28:06.386966","active","2013-01-01"
"24","95","b7c5407f-8931-49fc-8de3-ced76cb84e09","homepage","eb44058a-98f8-4b2b-91eb-8814adc2f3da","3ac288fc-7956-4a15-bad0-e780c25124da","2016-01-12T18:28:06.386966","active","http://www.phoutcomes.info"
"24","96","0830a322-df3f-42f8-8f94-91da6c5773f3","origin","eb44058a-98f8-4b2b-91eb-8814adc2f3da","3ac288fc-7956-4a15-bad0-e780c25124da","2016-01-12T18:28:06.386966","active","National Antenatal Infection Screening Monitoring (NAISM) Programme\nwww.gov.uk/government/publications/national-antenatal-infections-screening-monitoring-annual-data-tables"
"25","97","15477caf-1b4e-49e6-a552-0b171e840d8d","coverage_end_date","c720288b-360f-4cc5-b9ab-4549bea4e053","846eba4c-ca55-4762-bdae-09f2e9fabe4e","2016-01-12T18:28:17.463575","active","2013-12-31"
"25","98","ff6cb515-f577-4e21-a523-33d96ce4b12c","coverage_start_date","c720288b-360f-4cc5-b9ab-4549bea4e053","846eba4c-ca55-4762-bdae-09f2e9fabe4e","2016-01-12T18:28:17.463575","active","2013-01-01"
"25","99","16400a0d-f926-468b-b2ce-754e95406c18","homepage","c720288b-360f-4cc5-b9ab-4549bea4e053","846eba4c-ca55-4762-bdae-09f2e9fabe4e","2016-01-12T18:28:17.463575","active","http://www.phoutcomes.info"
"25","100","d2988268-16ad-4dc1-867b-64db81320620","origin","c720288b-360f-4cc5-b9ab-4549bea4e053","846eba4c-ca55-4762-bdae-09f2e9fabe4e","2016-01-12T18:28:17.463575","active","National Antenatal Infection Screening Monitoring (NAISM) Programme\nwww.gov.uk/government/publications/national-antenatal-infections-screening-monitoring-annual-data-tables"
"26","101","c7a79c7c-b1f8-4f65-b424-49a20735ab17","coverage_end_date","ec68cc48-e319-43ea-b6dd-6f8291f1a77f","bb323866-9ee7-4112-a27d-e40a12d891e2","2016-02-03T11:26:48.955681","active","2014-12-31"
"26","102","a55ebae9-05d3-471c-a45f-10305ad0e716","coverage_start_date","ec68cc48-e319-43ea-b6dd-6f8291f1a77f","5d5894cd-5702-4919-9b4d-c9d208699796","2016-01-12T18:27:54.996963","active","2013-01-01"
"26","103","88664097-5d96-4a15-8475-761087a27f54","homepage","ec68cc48-e319-43ea-b6dd-6f8291f1a77f","5d5894cd-5702-4919-9b4d-c9d208699796","2016-01-12T18:27:54.996963","active","http://www.phoutcomes.info"
"26","104","b48189e3-e373-4f0d-96ca-74f96cf83183","origin","ec68cc48-e319-43ea-b6dd-6f8291f1a77f","5d5894cd-5702-4919-9b4d-c9d208699796","2016-01-12T18:27:54.996963","active","Maternity Service"
"27","105","d5f1bdb8-82db-4b91-8a38-e215014608a6","coverage_end_date","43fe9c9f-60e2-40f4-9269-e2142f376e0f","ff229549-30d4-40f2-878c-a69ed5203cee","2016-08-02T11:52:25.539411","active","2014-12-31"
"27","106","9b48242d-3567-4aa9-8c25-a052d70447ac","coverage_start_date","43fe9c9f-60e2-40f4-9269-e2142f376e0f","ff229549-30d4-40f2-878c-a69ed5203cee","2016-08-02T11:52:25.539411","active","2014-01-01"
"27","107","c90229c2-5a38-4497-9e64-28d70c2f2b99","homepage","43fe9c9f-60e2-40f4-9269-e2142f376e0f","ff229549-30d4-40f2-878c-a69ed5203cee","2016-08-02T11:52:25.539411","active","http://www.phoutcomes.info"
"27","108","82e23241-2eb7-4bc5-897d-dc1055fb9404","origin","43fe9c9f-60e2-40f4-9269-e2142f376e0f","ff229549-30d4-40f2-878c-a69ed5203cee","2016-08-02T11:52:25.539411","active","Local diabetic eye screening service"
"28","109","3536b6e2-f35a-4330-9897-f3c25db752bc","coverage_end_date","e056f098-a0a3-4df6-8633-10a6b0f11d45","0c0880bd-bbad-4205-a126-a656056853f9","2016-08-02T11:51:05.179322","active","2014-12-31"
"28","110","b743ad03-dc7f-4a2f-9204-419058ca5477","coverage_start_date","e056f098-a0a3-4df6-8633-10a6b0f11d45","0c0880bd-bbad-4205-a126-a656056853f9","2016-08-02T11:51:05.179322","active","2010-01-01"
"28","111","a47442e1-9e52-4427-8383-31d1c9bfdd32","homepage","e056f098-a0a3-4df6-8633-10a6b0f11d45","0c0880bd-bbad-4205-a126-a656056853f9","2016-08-02T11:51:05.179322","active","http://www.phoutcomes.info"
