"PHEC_result_ID","PHEC_result_tags_ID","result_tags_display_name","result_tags_id","result_tags_name","result_tags_revision_timestamp","result_tags_state","result_tags_vocabulary_id"
"76","87","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:38:44.667045","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"77","88","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:38:15.238374","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"78","89","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:37:47.006759","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"79","90","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:37:20.403019","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"80","91","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:37:08.357081","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"81","92","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:36:52.669915","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"82","93","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:36:41.285100","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"83","94","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:36:27.740393","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"84","95","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:36:11.920155","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"85","96","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:35:59.033903","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"86","97","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:35:46.136674","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"87","98","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:35:33.203242","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"88","99","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:35:20.628025","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"89","100","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:35:08.163261","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"90","101","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:34:55.742990","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"91","102","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:34:43.522827","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"92","103","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:34:31.027871","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"93","104","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:34:18.948624","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"94","105","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:34:06.377545","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"95","106","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:33:52.709009","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"96","107","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:33:40.625208","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"97","108","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:33:27.978775","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"98","109","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:33:15.607802","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"99","110","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:32:46.992996","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"100","111","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:33:02.574300","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"101","112","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:32:21.952602","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"102","113","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:31:57.093223","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"103","114","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:31:44.608936","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"104","115","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:31:32.494844","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"105","116","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:31:09.008856","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"106","117","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:30:45.698396","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"107","118","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:30:22.406458","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"108","119","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:59.064120","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"109","120","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:47.988567","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"110","121","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:36.796015","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"111","122","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:24.938120","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"112","123","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:01.819359","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"113","124","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:27:40.369035","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"114","125","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:27:25.916329","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"115","126","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:27:14.673691","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"116","127","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:26:43.844728","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"117","128","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:27:01.640221","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"118","129","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:29:13.488698","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"119","130","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:26:31.907193","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"120","131","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:26:19.969146","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"121","132","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:26:06.588246","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"122","133","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:25:54.131248","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"123","134","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:25:41.367243","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"124","135","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:25:25.300254","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"125","136","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:25:12.833236","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"126","137","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:24:47.798067","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"127","138","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:25:00.908672","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"128","139","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:24:18.008073","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"129","140","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:24:05.196706","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"130","141","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:23:38.635789","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"131","142","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:23:49.985174","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"132","143","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:23:13.153383","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"133","144","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:23:24.070586","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"134","145","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:22:50.025303","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"135","146","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:23:02.087224","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"136","147","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:21:42.734312","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"137","148","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:21:30.199818","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"138","149","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:21:18.065800","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"139","150","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:21:05.324864","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"140","151","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:20:22.480787","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"141","152","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:20:10.090467","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"142","153","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:19:57.616822","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"143","154","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:19:45.730010","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"144","155","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:19:33.160088","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"145","156","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:19:21.237028","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"146","157","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:19:09.166771","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"147","158","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:57.175200","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"148","159","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:45.233282","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"149","160","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:33.850096","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"150","161","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:23.339066","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"151","162","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:12.515930","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"152","163","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:18:02.118526","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"153","164","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:17:50.667282","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"154","165","Annually","ba37ab15-bec3-465f-bea4-a64c35781d8d","Annually","2016-01-12T18:17:39.693763","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
