82,3,death
82,4,deaths
82,5,mortality
83,1,accident
83,2,accidents
83,3,death
83,4,deaths
83,5,mortality
84,1,accident
84,2,accidents
84,3,death
84,4,deaths
84,5,mortality
85,1,accident
85,2,accidents
85,3,death
85,4,deaths
85,5,mortality
86,1,accident
86,2,accidents
86,3,death
86,4,deaths
86,5,fall
86,6,falls
86,7,mortality
87,1,accident
87,2,accidents
87,3,death
87,4,deaths
87,5,fall
87,6,falls
87,7,mortality
88,1,accident
88,2,accidents
88,3,death
88,4,deaths
88,5,fall
88,6,falls
88,7,mortality
89,1,accident
89,2,accidents
89,3,death
89,4,deaths
89,5,fall
89,6,falls
89,7,mortality
90,1,accident
90,2,accidents
90,3,death
90,4,deaths
90,5,fall
90,6,falls
90,7,mortality
91,1,accident
91,2,accidents
91,3,death
91,4,deaths
91,5,fall
91,6,falls
91,7,mortality
92,1,accident
92,2,accidents
92,3,death
92,4,deaths
92,5,fall
92,6,falls
92,7,mortality
93,1,accident
93,2,accidents
93,3,death
93,4,deaths
93,5,fall
93,6,falls
93,7,mortality
94,1,accident
94,2,accidents
94,3,death
94,4,deaths
94,5,land transport
94,6,land transport accidents
94,7,mortality
94,8,transport
94,9,Years of life lost
94,10,YLL
95,1,accident
95,2,accidents
95,3,death
95,4,deaths
95,5,land transport
95,6,land transport accidents
95,7,mortality
95,8,transport
95,9,Years of life lost
95,10,YLL
96,1,accidents
96,2,death
96,3,deaths
96,4,femur
96,5,fracture
96,6,fracture of femur
96,7,mortality
97,1,accidents
97,2,death
97,3,deaths
97,4,femur
97,5,fracture
97,6,fracture of femur
97,7,mortality
98,1,accidents
98,2,death
98,3,deaths
98,4,femur
98,5,fracture
98,6,fracture of femur
98,7,mortality
99,1,accidents
99,2,death
99,3,deaths
99,4,femur
99,5,fracture
99,6,fracture of femur
99,7,mortality
100,1,accidents
100,2,death
100,3,deaths
100,4,femur
100,5,fracture
100,6,fracture of femur
100,7,mortality
101,1,accidents
101,2,death
101,3,deaths
101,4,femur
101,5,fracture
101,6,fracture of femur
101,7,mortality
102,1,accidents
102,2,death
102,3,deaths
102,4,femur
102,5,fracture
102,6,fracture of femur
102,7,mortality
103,1,accidents
103,2,death
103,3,deaths
103,4,femur
103,5,fracture
103,6,fracture of femur
103,7,mortality
104,1,accident
104,2,accidents
104,3,death
104,4,deaths
104,5,fracture
104,6,intracranial
104,7,mortality
104,8,skull
104,9,skull fracture
105,1,accident
105,2,accidents
105,3,death
105,4,deaths
105,5,fracture
105,6,intracranial
105,7,mortality
105,8,skull
105,9,skull fracture
106,1,accident
106,2,accidents
106,3,death
106,4,deaths
106,5,fracture
106,6,intracranial
106,7,mortality
106,8,skull
106,9,skull fracture
107,1,accident
107,2,accidents
107,3,death
107,4,deaths
107,5,fracture
107,6,intracranial
107,7,mortality
107,8,skull
107,9,skull fracture
108,1,accident
108,2,accidents
108,3,death
108,4,deaths
108,5,fracture
108,6,intracranial
108,7,mortality
108,8,skull
108,9,skull fracture
109,1,accident
109,2,accidents
109,3,death
109,4,deaths
109,5,fracture
109,6,intracranial
109,7,mortality
109,8,skull
109,9,skull fracture
110,1,accident
110,2,accidents
110,3,death
110,4,deaths
110,5,fracture
110,6,intracranial
110,7,mortality
110,8,skull
110,9,skull fracture
111,1,accident
111,2,accidents
111,3,death
111,4,deaths
111,5,fracture
111,6,intracranial
111,7,mortality
111,8,skull
111,9,skull fracture
112,1,accident
112,2,accidents
112,3,death
112,4,deaths
112,5,fracture
112,6,intracranial
112,7,mortality
112,8,skull
112,9,skull fracture
113,1,accident
113,2,accidents
113,3,death
113,4,deaths
113,5,fracture
113,6,intracranial
113,7,mortality
113,8,skull
113,9,skull fracture
114,1,asthma
114,2,death
114,3,deaths
114,4,mortality
114,5,Years of life lost
114,6,YLL
115,1,asthma
115,2,death
115,3,deaths
115,4,mortality
115,5,Years of life lost
115,6,YLL
116,1,asthma
116,2,death
116,3,deaths
116,4,mortality
117,1,asthma
117,2,death
117,3,deaths
117,4,mortality
118,1,asthma
118,2,death
118,3,deaths
118,4,mortality
119,1,asthma
119,2,death
119,3,deaths
119,4,mortality
120,1,asthma
120,2,death
120,3,deaths
120,4,mortality
121,1,asthma
121,2,death
121,3,deaths
121,4,mortality
122,1,asthma
122,2,death
122,3,deaths
122,4,mortality
123,1,asthma
123,2,death
123,3,deaths
123,4,mortality
124,1,bladder
124,2,bladder cancer
124,3,cancer
124,4,incidence
124,5,urogenital cancer
125,1,bladder
125,2,bladder cancer
125,3,cancer
125,4,incidence
125,5,urogenital cancer
126,1,bladder
126,2,bladder cancer
126,3,cancer
126,4,incidence
126,5,urogenital cancer
127,1,bladder
127,2,bladder cancer
127,3,cancer
127,4,incidence
127,5,urogenital cancer
128,1,bladder
128,2,bladder cancer
128,3,cancer
128,4,incidence
128,5,urogenital cancer
129,1,bladder
129,2,bladder cancer
129,3,cancer
129,4,incidence
129,5,urogenital cancer
130,1,bladder
130,2,bladder cancer
130,3,cancer
130,4,death
130,5,deaths
130,6,mortality
130,7,urogenital cancer
131,1,bladder
131,2,bladder cancer
131,3,cancer
131,4,death
131,5,deaths
131,6,mortality
131,7,urogenital cancer
132,1,bladder
132,2,bladder cancer
132,3,cancer
132,4,death
132,5,deaths
132,6,mortality
132,7,urogenital cancer
133,1,bladder
133,2,bladder cancer
133,3,cancer
133,4,death
133,5,deaths
133,6,mortality
133,7,urogenital cancer
134,1,bladder
134,2,bladder cancer
134,3,cancer
134,4,death
134,5,deaths
134,6,mortality
134,7,urogenital cancer
135,1,bladder
135,2,bladder cancer
135,3,cancer
135,4,death
135,5,deaths
135,6,mortality
135,7,urogenital cancer
136,1,bladder
136,2,bladder cancer
136,3,cancer
136,4,death
136,5,deaths
136,6,mortality
136,7,urogenital cancer
137,1,bladder
137,2,bladder cancer
137,3,cancer
137,4,death
137,5,deaths
137,6,mortality
137,7,urogenital cancer
138,1,bronchitis
138,2,chronic obstructive pulmonary disease
138,3,COPD
138,4,death
138,5,deaths
138,6,emphysema
138,7,mortality
138,8,Years of life lost
138,9,YLL
139,1,bronchitis
139,2,chronic obstructive pulmonary disease
139,3,COPD
139,4,death
139,5,deaths
139,6,emphysema
139,7,mortality
139,8,Years of life lost
139,9,YLL
140,1,bronchitis
140,2,chronic obstructive pulmonary disease
140,3,COPD
140,4,death
140,5,deaths
140,6,emphysema
140,7,mortality
140,8,Years of life lost
140,9,YLL
141,1,bronchitis
141,2,chronic obstructive pulmonary disease
141,3,COPD
141,4,death
141,5,deaths
141,6,emphysema
141,7,mortality
141,8,Years of life lost
141,9,YLL
142,1,breast
142,2,breast cancer
142,3,cancer
142,4,incidence
143,1,breast
143,2,breast cancer
143,3,cancer
143,4,incidence
144,1,breast
144,2,breast cancer
144,3,cancer
144,4,incidence
145,1,breast
145,2,breast cancer
145,3,cancer
145,4,incidence
146,1,breast
146,2,breast cancer
146,3,cancer
146,4,incidence
147,1,breast
147,2,breast cancer
147,3,cancer
147,4,incidence
148,1,breast
148,2,breast cancer
148,3,cancer
148,4,death
148,5,deaths
148,6,mortality
149,1,breast
149,2,breast cancer
149,3,cancer
149,4,death
149,5,deaths
149,6,mortality
150,1,breast
150,2,breast cancer
150,3,cancer
150,4,death
150,5,deaths
150,6,mortality
151,1,breast
151,2,breast cancer
151,3,cancer
151,4,death
151,5,deaths
151,6,mortality
152,1,breast
152,2,breast cancer
152,3,cancer
152,4,death
152,5,deaths
152,6,mortality
153,1,breast
153,2,breast cancer
153,3,cancer
153,4,death
153,5,deaths
153,6,mortality
154,1,breast
154,2,breast cancer
154,3,cancer
154,4,death
154,5,deaths
154,6,mortality
155,1,breast
155,2,breast cancer
155,3,cancer
155,4,death
155,5,deaths
155,6,mortality
156,1,breast
156,2,breast cancer
156,3,cancer
156,4,death
156,5,deaths
156,6,mortality
157,1,breast
157,2,breast cancer
157,3,cancer
157,4,death
157,5,deaths
157,6,mortality
158,1,breast
158,2,breast cancer
158,3,cancer
158,4,death
158,5,deaths
158,6,mortality
159,1,breast
159,2,breast cancer
159,3,cancer
159,4,death
159,5,deaths
159,6,mortality
160,1,breast
160,2,breast cancer
160,3,cancer
160,4,death
160,5,deaths
160,6,mortality
161,1,breast
161,2,breast cancer
161,3,cancer
161,4,death
161,5,deaths
161,6,mortality
162,1,bladder
162,2,cancer
162,3,death
162,4,deaths
162,5,mortality
162,6,urogenital cancer
162,7,Years of life lost
162,8,YLL
163,1,bladder
163,2,cancer
163,3,death
163,4,deaths
163,5,mortality
163,6,urogenital cancer
163,7,Years of life lost
163,8,YLL
164,1,breast
164,2,cancer
164,3,death
164,4,deaths
164,5,mortality
164,6,Years of life lost
164,7,YLL
165,1,breast
165,2,cancer
165,3,death
165,4,deaths
165,5,mortality
165,6,Years of life lost
165,7,YLL
166,1,bronchitis
166,2,chronic obstructive pulmonary disease
166,3,COPD
166,4,death
166,5,deaths
166,6,emphysema
166,7,mortality
167,1,bronchitis
167,2,chronic obstructive pulmonary disease
167,3,COPD
167,4,death
167,5,deaths
167,6,emphysema
167,7,mortality
168,1,bronchitis
168,2,chronic obstructive pulmonary disease
168,3,COPD
168,4,death
168,5,deaths
168,6,emphysema
168,7,mortality
169,1,bronchitis
169,2,chronic obstructive pulmonary disease
169,3,COPD
169,4,death
169,5,deaths
169,6,emphysema
169,7,mortality
170,1,bronchitis
170,2,chronic obstructive pulmonary disease
170,3,COPD
170,4,death
170,5,deaths
170,6,emphysema
170,7,mortality
171,1,bronchitis
171,2,chronic obstructive pulmonary disease
171,3,COPD
171,4,death
171,5,deaths
171,6,emphysema
171,7,mortality
172,1,bronchitis
172,2,chronic obstructive pulmonary disease
172,3,COPD
172,4,death
172,5,deaths
172,6,emphysema
172,7,mortality
173,1,bronchitis
173,2,chronic obstructive pulmonary disease
173,3,COPD
173,4,death
173,5,deaths
173,6,emphysema
173,7,mortality
174,1,bronchitis
174,2,chronic obstructive pulmonary disease
174,3,COPD
174,4,death
174,5,deaths
174,6,emphysema
174,7,mortality
175,1,bronchitis
175,2,chronic obstructive pulmonary disease
175,3,COPD
175,4,death
175,5,deaths
175,6,emphysema
175,7,mortality
176,1,bronchitis
176,2,chronic obstructive pulmonary disease
176,3,COPD
176,4,death
176,5,deaths
176,6,emphysema
176,7,mortality
177,1,bronchitis
177,2,chronic obstructive pulmonary disease
177,3,COPD
177,4,death
177,5,deaths
177,6,emphysema
177,7,mortality
178,1,bronchitis
178,2,chronic obstructive pulmonary disease
178,3,COPD
178,4,death
178,5,deaths
178,6,emphysema
178,7,mortality
179,1,bronchitis
179,2,chronic obstructive pulmonary disease
179,3,COPD
179,4,death
179,5,deaths
179,6,emphysema
179,7,mortality
180,1,bronchitis
180,2,chronic obstructive pulmonary disease
180,3,COPD
180,4,death
180,5,deaths
180,6,emphysema
180,7,mortality
181,1,bronchitis
181,2,chronic obstructive pulmonary disease
181,3,COPD
181,4,death
181,5,deaths
181,6,emphysema
181,7,mortality
182,1,cancer
182,2,cervical
182,3,cervical cancer
182,4,incidence
183,1,cancer
183,2,cervical
183,3,cervical cancer
183,4,incidence
184,1,cancer
184,2,cervical
184,3,cervical cancer
184,4,incidence
185,1,cancer
185,2,cervical
185,3,cervical cancer
185,4,incidence
186,1,cancer
186,2,cervical
186,3,cervical cancer
186,4,incidence
187,1,cancer
187,2,cervical
187,3,cervical cancer
187,4,incidence
188,1,cancer
188,2,cervical
188,3,cervical cancer
188,4,death
188,5,deaths
188,6,mortality
189,1,cancer
189,2,cervical
189,3,cervical cancer
189,4,death
189,5,deaths
189,6,mortality
190,1,cancer
190,2,cervical
190,3,cervical cancer
190,4,death
190,5,deaths
190,6,mortality
191,1,cancer
191,2,cervical
191,3,cervical cancer
191,4,death
191,5,deaths
191,6,mortality
192,1,cancer
192,2,cervical
192,3,cervical cancer
192,4,death
192,5,deaths
192,6,mortality
193,1,cancer
193,2,cervical
193,3,cervical cancer
193,4,death
193,5,deaths
193,6,mortality
194,1,cancer
194,2,cervical
194,3,cervical cancer
194,4,death
194,5,deaths
194,6,mortality
195,1,cancer
195,2,cervical
195,3,cervical cancer
195,4,death
195,5,deaths
195,6,mortality
196,1,cancer
196,2,cervical
196,3,cervical cancer
196,4,death
196,5,deaths
196,6,mortality
197,1,cancer
197,2,cervical
197,3,cervical cancer
197,4,death
197,5,deaths
197,6,mortality
198,1,cancer
198,2,cervical
198,3,cervical cancer
198,4,death
198,5,deaths
198,6,mortality
199,1,cancer
199,2,cervical
199,3,cervical cancer
199,4,death
199,5,deaths
199,6,mortality
200,1,cancer
200,2,cervical
200,3,cervical cancer
200,4,death
200,5,deaths
200,6,mortality
200,7,Years of life lost
200,8,YLL
201,1,cancer
201,2,cervical
201,3,cervical cancer
201,4,death
201,5,deaths
201,6,mortality
201,7,Years of life lost
201,8,YLL
202,1,bowel cancer
202,2,cancer
202,3,colon cancer
202,4,colorectal cancer
202,5,death
202,6,deaths
202,7,mortality
202,8,rectal cancer
202,9,Years of life lost
202,10,YLL
203,1,bowel cancer
203,2,cancer
203,3,colon cancer
203,4,colorectal cancer
203,5,death
203,6,deaths
203,7,mortality
203,8,rectal cancer
203,9,Years of life lost
203,10,YLL
204,1,chronic liver disease
204,2,cirrhosis
204,3,death
204,4,deaths
204,5,liver
204,6,mortality
205,1,chronic liver disease
205,2,cirrhosis
205,3,death
205,4,deaths
205,5,liver
205,6,mortality
206,1,chronic liver disease
206,2,cirrhosis
206,3,death
206,4,deaths
206,5,liver
206,6,mortality
207,1,chronic liver disease
207,2,cirrhosis
207,3,death
207,4,deaths
207,5,liver
207,6,mortality
208,1,chronic liver disease
208,2,cirrhosis
208,3,death
208,4,deaths
208,5,liver
208,6,mortality
209,1,chronic liver disease
209,2,cirrhosis
209,3,death
209,4,deaths
209,5,liver
209,6,mortality
210,1,chronic liver disease
210,2,cirrhosis
210,3,death
210,4,deaths
210,5,liver
210,6,mortality
211,1,chronic liver disease
211,2,cirrhosis
211,3,death
211,4,deaths
211,5,liver
211,6,mortality
212,1,chronic renal disease
212,2,chronic renal failure
212,3,CKD
212,4,death
212,5,deaths
212,6,mortality
213,1,chronic renal disease
213,2,chronic renal failure
213,3,CKD
213,4,death
213,5,deaths
213,6,mortality
214,1,chronic renal disease
214,2,chronic renal failure
214,3,CKD
214,4,death
214,5,deaths
214,6,mortality
215,1,chronic renal disease
215,2,chronic renal failure
215,3,CKD
215,4,death
215,5,deaths
215,6,mortality
216,1,chronic renal disease
216,2,chronic renal failure
216,3,CKD
216,4,death
216,5,deaths
216,6,mortality
217,1,chronic renal disease
217,2,chronic renal failure
217,3,CKD
217,4,death
217,5,deaths
217,6,mortality
218,1,chronic renal disease
218,2,chronic renal failure
218,3,CKD
218,4,death
218,5,deaths
218,6,mortality
219,1,chronic renal disease
219,2,chronic renal failure
219,3,CKD
219,4,death
219,5,deaths
219,6,mortality
220,1,bowel cancer
220,2,cancer
220,3,colon cancer
220,4,colorectal cancer
220,5,incidence
220,6,rectal cancer
221,1,bowel cancer
221,2,cancer
221,3,colon cancer
221,4,colorectal cancer
221,5,incidence
221,6,rectal cancer
222,1,bowel cancer
222,2,cancer
222,3,colon cancer
222,4,colorectal cancer
222,5,incidence
222,6,rectal cancer
223,1,bowel cancer
223,2,cancer
223,3,colon cancer
223,4,colorectal cancer
223,5,incidence
223,6,rectal cancer
224,1,bowel cancer
224,2,cancer
224,3,colon cancer
224,4,colorectal cancer
224,5,incidence
224,6,rectal cancer
225,1,bowel cancer
225,2,cancer
225,3,colon cancer
225,4,colorectal cancer
225,5,incidence
225,6,rectal cancer
226,1,bowel cancer
226,2,cancer
226,3,colon cancer
226,4,colorectal cancer
226,5,death
226,6,deaths
226,7,mortality
226,8,rectal cancer
227,1,bowel cancer
227,2,cancer
227,3,colon cancer
227,4,colorectal cancer
227,5,death
227,6,deaths
227,7,mortality
227,8,rectal cancer
228,1,bowel cancer
228,2,cancer
228,3,colon cancer
228,4,colorectal cancer
228,5,death
228,6,deaths
228,7,mortality
228,8,rectal cancer
229,1,bowel cancer
229,2,cancer
229,3,colon cancer
229,4,colorectal cancer
229,5,death
229,6,deaths
229,7,mortality
229,8,rectal cancer
230,1,bowel cancer
230,2,cancer
230,3,colon cancer
230,4,colorectal cancer
230,5,death
230,6,deaths
230,7,mortality
230,8,rectal cancer
231,1,bowel cancer
231,2,cancer
231,3,colon cancer
231,4,colorectal cancer
231,5,death
231,6,deaths
231,7,mortality
231,8,rectal cancer
232,1,bowel cancer
232,2,cancer
232,3,colon cancer
232,4,colorectal cancer
232,5,death
232,6,deaths
232,7,mortality
232,8,rectal cancer
233,1,bowel cancer
233,2,cancer
233,3,colon cancer
233,4,colorectal cancer
233,5,death
233,6,deaths
233,7,mortality
233,8,rectal cancer
234,1,cancer
234,2,death
234,3,deaths
234,4,Hodgkin's
234,5,mortality
234,6,Years of life lost
234,7,YLL
235,1,cancer
235,2,death
235,3,deaths
235,4,Hodgkin's
235,5,mortality
235,6,Years of life lost
235,7,YLL
236,1,cancer
236,2,death
236,3,deaths
236,4,leukaemia
236,5,mortality
236,6,Years of life lost
236,7,YLL
237,1,cancer
237,2,death
237,3,deaths
237,4,leukaemia
237,5,mortality
237,6,Years of life lost
237,7,YLL
238,1,cancer
238,2,death
238,3,deaths
238,4,lung cancer
238,5,mortality
238,6,Years of life lost
238,7,YLL
239,1,cancer
239,2,death
239,3,deaths
239,4,lung cancer
239,5,mortality
239,6,Years of life lost
239,7,YLL
240,1,diet
240,2,fat consumption
240,3,nutrition
241,1,diet
241,2,fat consumption
241,3,nutrition
242,1,diet
242,2,fat consumption
242,3,nutrition
243,1,diet
243,2,fat consumption
243,3,nutrition
244,1,cancer
244,2,death
244,3,deaths
244,4,mortality
244,5,oesophageal cancer
244,6,Years of life lost
244,7,YLL
245,1,cancer
245,2,death
245,3,deaths
245,4,mortality
245,5,oesophageal cancer
245,6,Years of life lost
245,7,YLL
246,1,cancer
246,2,death
246,3,deaths
246,4,mortality
246,5,prostate
246,6,prostate cancer
246,7,Years of life lost
246,8,YLL
247,1,cancer
247,2,death
247,3,deaths
247,4,mortality
247,5,prostate
247,6,prostate cancer
247,7,Years of life lost
247,8,YLL
248,1,atrial fibrillation
248,2,chd
248,3,coronary disease
248,4,coronary heart disease
248,5,death
248,6,deaths
248,7,heart
248,8,mortality
249,1,atrial fibrillation
249,2,chd
249,3,coronary disease
249,4,coronary heart disease
249,5,death
249,6,deaths
249,7,heart
249,8,mortality
250,1,atrial fibrillation
250,2,chd
250,3,coronary disease
250,4,coronary heart disease
250,5,death
250,6,deaths
250,7,heart
250,8,mortality
251,1,atrial fibrillation
251,2,chd
251,3,coronary disease
251,4,coronary heart disease
251,5,death
251,6,deaths
251,7,heart
251,8,mortality
252,1,atrial fibrillation
252,2,chd
252,3,coronary disease
252,4,coronary heart disease
252,5,death
252,6,deaths
252,7,heart
252,8,mortality
253,1,atrial fibrillation
253,2,chd
253,3,coronary disease
253,4,coronary heart disease
253,5,death
253,6,deaths
253,7,heart
253,8,mortality
254,1,atrial fibrillation
254,2,chd
254,3,coronary disease
254,4,coronary heart disease
254,5,death
254,6,deaths
254,7,heart
254,8,mortality
255,1,atrial fibrillation
255,2,chd
255,3,coronary disease
255,4,coronary heart disease
255,5,death
255,6,deaths
255,7,heart
255,8,mortality
256,1,atrial fibrillation
256,2,chd
256,3,coronary disease
256,4,coronary heart disease
256,5,death
256,6,deaths
256,7,heart
256,8,mortality
257,1,atrial fibrillation
257,2,chd
257,3,coronary disease
257,4,coronary heart disease
257,5,death
257,6,deaths
257,7,heart
257,8,mortality
258,1,atrial fibrillation
258,2,chd
258,3,coronary disease
258,4,coronary heart disease
258,5,death
258,6,deaths
258,7,heart
258,8,mortality
259,1,atrial fibrillation
259,2,chd
259,3,coronary disease
259,4,coronary heart disease
259,5,death
259,6,deaths
259,7,heart
259,8,mortality
260,1,atrial fibrillation
260,2,chd
260,3,coronary disease
260,4,coronary heart disease
260,5,death
260,6,deaths
260,7,heart
260,8,mortality
261,1,atrial fibrillation
261,2,chd
261,3,coronary disease
261,4,coronary heart disease
261,5,death
261,6,deaths
261,7,heart
261,8,mortality
262,1,atrial fibrillation
262,2,chd
262,3,coronary disease
262,4,coronary heart disease
262,5,death
262,6,deaths
262,7,heart
262,8,mortality
263,1,atrial fibrillation
263,2,chd
263,3,coronary disease
263,4,coronary heart disease
263,5,death
263,6,deaths
263,7,heart
263,8,mortality
264,1,atrial fibrillation
264,2,chd
264,3,coronary disease
264,4,coronary heart disease
264,5,death
264,6,deaths
264,7,heart
264,8,mortality
265,1,atrial fibrillation
265,2,chd
265,3,coronary disease
265,4,coronary heart disease
265,5,death
265,6,deaths
265,7,heart
265,8,mortality
266,1,acute myocardial infarction
266,2,coronary disease
266,3,coronary heart disease
266,4,death
266,5,deaths
266,6,heart
266,7,heart attack
266,8,mortality
267,1,acute myocardial infarction
267,2,coronary disease
267,3,coronary heart disease
267,4,death
267,5,deaths
267,6,heart
267,7,heart attack
267,8,mortality
268,1,acute myocardial infarction
268,2,coronary disease
268,3,coronary heart disease
268,4,death
268,5,deaths
268,6,heart
268,7,heart attack
268,8,mortality
269,1,acute myocardial infarction
269,2,coronary disease
269,3,coronary heart disease
269,4,death
269,5,deaths
269,6,heart
269,7,heart attack
269,8,mortality
270,1,acute myocardial infarction
270,2,coronary disease
270,3,coronary heart disease
270,4,death
270,5,deaths
270,6,heart
270,7,heart attack
270,8,mortality
